,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
G216,"Slipmouth, common, dried",Per 100 g,214,42.8,4.7,0.0,0.0,6939,100,PH
G217,"Squid, dried",Per 100 g,289,62.3,4.4,0.0,0.0,864,100,PH
G218,"Sting ray, honeycomb, dried",Per 100 g,209,49.0,0.9,1.3,0.0,-,100,PH
G219,"Surgeonfish, blue-lined, dried",Per 100 g,186,34.7,5.2,0.0,0.0,4852,100,PH
G220,"Swordfish, dried",Per 100 g,250,53.5,4.0,0.0,0.0,6310,100,PH
G221,"Theraponid, silvery, dried",Per 100 g,340,54.6,13.5,0.0,0.0,-,100,PH
G222,"Tilapia, dried",Per 100 g,313,60.6,7.8,0.0,0.0,10392,100,PH
G223,"Tuna adobo, cnd",Per 100 g,140,14.0,7.6,4.0,0.0,309,100,PH
G224,"Tuna fillet, in soya oil, cnd",Per 100 g,309,28.6,21.6,0.0,0.0,577,100,PH
G225,"Tuna fillet, in veg oil, cnd",Per 100 g,258,28.0,15.9,0.6,0.0,516,100,PH
G226,"Tuna flakes, in brine, cnd",Per 100 g,95,17.9,2.6,0.1,0.0,316,100,PH
G227,"Tuna flakes, in veg oil, cnd",Per 100 g,309,15.4,26.7,1.7,0.0,503,100,PH
G228,"Tuna mechado, cnd",Per 100 g,121,11.1,5.7,6.3,0.5,408,100,PH
G229,"Tuna sardines, in oil, cnd",Per 100 g,183,16.4,12.5,1.3,0.0,357,100,PH
G230,"Tuna spread, cnd",Per 100 g,331,25.2,25.6,0.0,2.5,881,100,PH
G231,"Tuna, frigate, dried",Per 100 g,251,52.7,2.4,4.7,0.0,6050,100,PH
G232,"Tuna, yellow-fin, dried",Per 100 g,230,54.5,1.3,0.0,0.0,5916,100,PH
H001,"Egg, ant",Per 100 g,124,17.4,3.8,5.0,0.0,45,100,PH
H002,"Egg, chicken, white",Per 100 g,61,12.7,0.2,2.0,0.0,240,100,PH
H003,"Egg, chicken, whole",Per 100 g,139,12.3,9.4,1.4,0.0,128,100,PH
H004,"Egg, chicken, whole, boiled",Per 100 g,166,14.0,12.0,0.6,0.0,136,100,PH
H005,"Egg, chicken, yolk",Per 100 g,316,14.3,27.0,3.9,0.0,108,100,PH
H006,"Egg, duck, white",Per 100 g,56,13.8,0.1,0.0,0.0,228,100,PH
H007,"Egg, duck, whole",Per 100 g,177,11.7,12.6,4.1,0.0,191,100,PH
H008,"Egg, duck, yolk",Per 100 g,357,16.4,31.0,3.1,0.0,105,100,PH
H010,"Egg, quail",Per 100 g,153,11.8,10.6,2.7,0.0,143,100,PH
H011,"Egg, quail, boiled",Per 100 g,150,11.8,10.4,2.2,0.0,105,100,PH
H015,"Egg, duck, century",Per 100 g,215,12.5,11.6,15.1,0.0,385,100,PH
H016,"Egg, duck, fertilized, boiled",Per 100 g,172,12.8,12.4,2.2,0.0,141,100,PH
H017,"Egg, duck, fertilized, embryo",Per 100 g,55,9.6,0.7,2.6,0.0,69,100,PH
H018,"Egg, duck, fertilized, white",Per 100 g,137,25.4,0.6,7.6,0.0,539,100,PH
H019,"Egg, duck, fertilized, yolk",Per 100 g,352,14.8,31.2,2.9,0.0,102,100,PH
H020,"Egg, duck, infertile, boiled",Per 100 g,198,13.6,14.4,3.5,0.0,211,100,PH
H021,"Egg, duck, whole, salted",Per 100 g,192,13.6,13.3,4.4,0.0,483,100,PH
H022,"Egg, quail, pickled",Per 100 g,102,8.1,6.9,1.8,0.1,852,100,PH
H023,"Egg mass, sea hare",Per 100 g,17,2.4,0.2,1.3,-,-,100,PH
J001,"Cheese, cheddar, pasteurized, processed",Per 100 g,322,21.7,22.7,7.8,0.0,1337,100,PH
J002,"Cheese, cottage",Per 100 g,94,13.2,3.0,3.6,0.0,385,100,PH
J003,"Cheese, filled",Per 100 g,297,16.2,23.4,5.5,0.0,1297,100,PH
J004,"Cheese, native",Per 100 g,299,13.2,25.0,5.3,0.0,865,100,PH
J005,"Cheese, pimiento",Per 100 g,354,19.9,27.9,5.8,0.1,901,100,PH
J006,"Cheese, spread",Per 100 g,210,14.0,11.0,13.7,0.0,1391,100,PH
J007,Cream,Per 100 g,241,2.3,23.9,4.2,0.0,39,100,PH
J008,Ice cream,Per 100 g,157,4.2,9.5,13.7,0.5,58,100,PH
J009,"Ice cream, strawberry flvr",Per 100 g,183,3.4,10.9,17.7,0.7,49,100,PH
J010,"Milk drink, cultured",Per 100 g,71,1.2,0.2,16.0,0.0,61,100,PH
J011,"Milk drink, recon, strawberry, UHT",Per 100 g,66,2.9,1.2,10.8,0.0,39,100,PH
J012,"Milk, buttermilk",Per 100 g,43,3.5,0.5,6.2,0.0,68,100,PH
J013,"Milk, carabao",Per 100 g,124,5.4,9.5,4.3,0.0,56,100,PH
J014,"Milk, cow",Per 100 g,65,3.3,3.6,4.8,0.0,52,100,PH
J015,"Milk, evaporated",Per 100 g,148,7.7,7.8,11.7,0.0,117,100,PH
J016,"Milk, evaporated, filled",Per 100 g,120,7.6,4.8,11.6,0.0,123,100,PH
J017,"Milk, goat",Per 100 g,73,3.6,4.1,5.3,0.0,52,100,PH
J018,"Milk, human",Per 100 g,68,1.4,3.5,7.6,0.0,19,100,PH
J019,"Milk, pwdr, filled, inst",Per 100 g,508,26.2,28.0,37.8,0.0,466,100,PH
J020,"Milk, pwdr, full cream",Per 100 g,480,24.1,22.5,45.2,0.0,320,100,PH
J021,"Milk, pwdr, infant formula",Per 100 g,389,18.3,3.0,72.2,0.0,188,100,PH
J022,"Milk, pwdr, non-fat, inst",Per 100 g,361,34.9,1.0,53.1,0.0,551,100,PH
J023,"Milk, pwdr, skim",Per 100 g,362,40.8,0.8,48.0,0.0,496,100,PH
J024,"Milk, recombined",Per 100 g,87,5.2,5.5,4.2,0.0,40,100,PH
J025,"Milk, sweetn, cond, filled",Per 100 g,334,8.5,7.0,59.3,0.0,109,100,PH
J026,Yoghurt,Per 100 g,83,5.3,4.5,5.4,0.0,35,100,PH
K001,Butter,Per 100 g,772,0.5,85.5,0.0,0.0,550,100,PH
K002,Coconut milk,Per 100 g,343,5.5,34.8,1.9,2.1,18,100,PH
K003,"Fat, pork",Per 100 g,900,0.0,100.0,0.0,0.0,0,100,PH
K004,Margarine,Per 100 g,831,0.3,91.9,0.5,0.0,752,100,PH
K006,"Margarine, fortified",Per 100 g,818,0.1,90.8,0.0,0.0,724,100,PH
K007,Mayonnaise,Per 100 g,715,1.2,78.3,1.4,0.0,506,100,PH
K008,"Oil, coconut",Per 100 g,892,0.0,99.1,0.0,0.0,0,100,PH
K009,"Oil, corn",Per 100 g,896,0.0,99.6,0.0,0.0,0,100,PH
K010,"Oil, fish",Per 100 g,900,0.0,100.0,0.0,0.0,0,100,PH
K011,Sandwich spread,Per 100 g,366,0.7,29.4,24.7,0.4,965,100,PH
M001,"Breadfruit, candied",Per 100 g,341,0.6,0.5,83.4,-,100,100,PH
M002,"Candy bar, peanut",Per 100 g,535,20.3,29.9,46.1,4.1,155,100,PH
M003,"Candy bar, pili nut",Per 100 g,537,5.7,30.1,60.7,4.1,155,100,PH
M004,"Candy, custard",Per 100 g,381,4.1,1.6,87.6,0.0,159,100,PH
M005,"Candy, hard",Per 100 g,401,0.1,1.8,96.0,0.0,38,100,PH
M006,"Candy, milk choc",Per 100 g,518,9.8,26.4,60.2,3.4,84,100,PH
M007,"Candy, pili nut",Per 100 g,639,7.5,52.7,33.6,-,156,100,PH
M008,"Candy, pulled",Per 100 g,386,0.6,0.2,95.4,0.0,259,100,PH
M009,"Candy, toffee",Per 100 g,367,2.2,0.3,88.8,0.0,247,100,PH
M010,"Carageenan gel, assorted fruit-flvr",Per 100 g,121,0.0,1.2,27.5,0.0,139,100,PH
M011,Caramelo,Per 100 g,398,0.0,0.0,99.5,0.0,267,100,PH
M012,Champoy,Per 100 g,390,0.3,0.8,95.5,-,-,100,PH
M013,"Chocolate, tablea",Per 100 g,481,4.3,18.2,75.1,28.9,268,100,PH
M014,Coco jam,Per 100 g,377,1.0,1.8,89.2,0.7,142,100,PH
M015,"Coconut meat, grated, sweetn",Per 100 g,399,2.2,2.1,92.8,5.1,295,100,PH
M016,Creme custard,Per 100 g,228,5.9,4.3,41.4,0.0,87,100,PH
M017,"Fudge, durian",Per 100 g,358,13.5,0.2,75.5,0.0,173,100,PH
M018,"Fudge, jackfruit",Per 100 g,358,8.9,0.3,79.9,0.0,170,100,PH
M019,"Fudge, milk",Per 100 g,370,9.9,1.4,79.5,0.0,173,100,PH
M020,"Fudge, yam",Per 100 g,349,8.0,1.5,75.9,0.0,163,100,PH
M021,Honey,Per 100 g,258,0.1,0.1,64.1,0.2,5,100,PH
M022,Ice candy,Per 100 g,66,0.0,0.0,16.5,0.0,6,100,PH
M023,Ice drop,Per 100 g,82,0.6,0.2,19.5,0.0,7,100,PH
M024,"Jam, jackfruit & pineapple, cnd",Per 100 g,198,0.7,0.1,48.6,0.8,23,100,PH
M025,"Jam, mango, cnd",Per 100 g,287,0.9,0.2,70.5,0.6,10,100,PH
M026,"Jam, pineapple",Per 100 g,298,0.2,1.1,71.7,1.1,9,100,PH
M027,"Jam, yam",Per 100 g,296,7.1,0.4,66.1,1.2,35,100,PH
M028,"Jelly, guava",Per 100 g,345,0.0,0.8,84.5,1.2,37,100,PH
M030,"Jelly, pineapple",Per 100 g,310,0.1,0.7,75.9,1.1,33,100,PH
M031,"Jelly, strawberry",Per 100 g,255,0.1,1.0,61.4,0.9,27,100,PH
M032,Masareal,Per 100 g,484,13.9,21.2,59.4,2.4,427,100,PH
M033,Marshmallow,Per 100 g,317,3.0,0.3,75.6,0.1,76,100,PH
M034,"Milk choc bar, orange crunch",Per 100 g,535,2.7,28.7,66.5,1.0,54,100,PH
M035,"Nata de coco, sweetn",Per 100 g,146,0.0,0.2,36.1,0.8,4,100,PH
M036,"Nata de piña, sweetn",Per 100 g,181,0.1,0.2,44.6,0.9,5,100,PH
M037,Peanut brittle,Per 100 g,493,15.0,24.2,53.9,2.4,424,100,PH
M038,Peanut brittle w/ sesame seed,Per 100 g,522,14.0,27.6,54.4,2.5,436,100,PH
M039,"Peanut, milk choc-coated",Per 100 g,506,13.8,25.2,56.0,4.7,87,100,PH
M040,Polvoron,Per 100 g,469,6.8,16.4,73.6,1.2,194,100,PH
M041,"Popsicle, choc flvr",Per 100 g,83,0.8,0.5,18.8,0.0,7,100,PH
M042,"Sugar, brown",Per 100 g,398,0.1,0.3,98.7,0.0,15,100,PH
M043,"Sugar, crude, pakaskas",Per 100 g,346,2.2,0.2,83.9,0.0,102,100,PH
M044,"Sugar, crude, panocha",Per 100 g,376,0.2,0.4,92.8,0.0,27,100,PH
M045,"Sugar, pwdr",Per 100 g,400,0.0,0.0,100.0,0.0,2,100,PH
M046,"Sugar, white, refined",Per 100 g,400,0.0,0.0,99.9,0.0,1,100,PH
M047,Syrup,Per 100 g,308,0.0,0.1,76.8,0.0,61,100,PH
M048,"Syrup, molasses, cane",Per 100 g,260,1.8,0.4,62.4,0.0,33,100,PH
M049,"Tamarind, candied",Per 100 g,335,0.4,0.7,81.7,-,98,100,PH
M050,"Wax gourd, candied",Per 100 g,327,0.2,0.1,81.2,1.6,96,100,PH
M051,"Sugar, coconut sap",Per 100 g,385,1.2,0.1,94.8,0.0,112,100,PH
M052,"Syrup, coconut sap",Per 100 g,321,1.0,0.1,79.1,0.6,126,100,PH
N001,"Bilimbi, dried",Per 100 g,401,11.4,9.0,68.5,-,21,100,PH
N002,"Bouillon cube, beef",Per 100 g,284,10.4,21.2,13.0,0.0,24149,100,PH
N003,"Bouillon cube, chicken",Per 100 g,306,15.3,22.3,11.0,0.0,23606,100,PH
N004,"Catsup, banana",Per 100 g,221,0.7,0.2,54.0,0.6,1668,100,PH
N005,"Catsup, tomato",Per 100 g,131,1.6,0.6,29.9,0.3,1021,100,PH
N006,"Clam paste, ginamos",Per 100 g,69,7.5,0.4,8.9,0.0,2357,100,PH
N007,"Fish paste, anchovy",Per 100 g,133,10.0,2.5,17.5,0.0,4014,100,PH
N008,"Fish paste, balatohan",Per 100 g,162,8.1,3.2,25.1,0.0,5261,100,PH
N009,"Fish paste, ginamos",Per 100 g,110,23.4,1.8,0.0,0.0,3391,100,PH
N010,"Fish paste, siganid fry",Per 100 g,54,9.6,1.7,0.0,0.0,2592,100,PH
N011,Fish sauce,Per 100 g,49,10.6,0.3,0.9,0.0,5061,100,PH
N013,Lechon sauce,Per 100 g,118,1.2,0.3,27.6,1.2,1164,100,PH
N014,Lemon grass lvs,Per 100 g,111,1.4,1.4,23.1,3.3,10,100,PH
N015,"Lemon grass lvs, boiled",Per 100 g,57,0.3,0.3,13.2,1.7,5,100,PH
N016,"Banana, flowers, dried",Per 100 g,329,9.6,1.3,69.6,-,-,100,PH
N017,Oyster paste,Per 100 g,54,3.7,1.8,5.8,0.0,2015,100,PH
N018,"Safflower, flowers, dried",Per 100 g,340,16.2,4.3,59.0,3.8,121,100,PH
N019,"Salt, coarse",Per 100 g,0,0.0,0.0,0.0,0.0,34836,100,PH
N020,Shrimp paste,Per 100 g,68,12.5,1.9,0.1,1.3,4396,100,PH
N021,"Shrimp paste, alamang",Per 100 g,61,12.4,1.0,0.6,1.3,4396,100,PH
N022,"Shrimp paste, bastos",Per 100 g,57,12.0,0.8,0.4,1.4,4697,100,PH
N023,Soy sauce,Per 100 g,75,3.5,0.1,15.0,1.0,2041,100,PH
N024,Tomato paste,Per 100 g,112,4.3,0.1,23.4,4.6,894,100,PH
N025,Tomato sauce,Per 100 g,45,0.9,0.2,10.0,2.1,658,100,PH
N027,"Vinegar, coconut",Per 100 g,7,0.0,0.1,1.4,0.0,1,100,PH
N028,"Vinegar, palm",Per 100 g,11,0.2,0.0,2.6,0.0,1,100,PH
N029,"Vinegar, pineapple",Per 100 g,7,0.1,0.1,1.3,0.0,1,100,PH
N030,Worcestershire sauce,Per 100 g,31,0.7,0.3,6.3,0.0,649,100,PH
N031,"Shrimp paste, sauteed",Per 100 g,401,10.2,32.1,17.7,0.9,1130,100,PH
P001,"Beer, lager type",Per 100 g,16,0.3,0.0,3.6,0.0,2,100,PH
P002,"Palm sap, fermented",Per 100 g,35,0.2,0.3,7.9,0.0,3,100,PH
P003,Rum,Per 100 g,1,0.0,0.0,0.2,0.0,0,100,PH
P004,"Sugarcane, fermented",Per 100 g,21,0.0,0.1,5.0,0.0,2,100,PH
P005,"Wine, Chinese",Per 100 g,30,0.0,0.0,7.4,0.0,3,100,PH
Q001,"Ceylon moss/Agar-agar, in light syrup",Per 100 g,56,0.0,2.5,8.3,0.1,5,100,PH
Q002,"Choc-flvr drink, prep",Per 100 g,80,1.5,0.3,17.7,1.9,53,100,PH
Q003,"Choc-flvr drink, pwdr",Per 100 g,394,5.7,3.6,84.8,4.8,190,100,PH
Q004,"Choc-flvr drink, UHT",Per 100 g,78,3.0,2.1,11.8,0.3,22,100,PH
Q005,"Choc-flvr energy drnk, granules, fortified",Per 100 g,406,11.0,6.6,75.7,4.7,187,100,PH
Q006,"Choc-flvr energy drnk, pwdr, fortified",Per 100 g,432,13.8,11.6,68.0,4.8,189,100,PH
Q007,"Choc-flvr food milk, pwdr",Per 100 g,398,21.7,5.0,66.7,4.4,134,100,PH
Q008,"Cocoa, pwdr, imported",Per 100 g,474,20.0,21.1,51.0,9.5,95,100,PH
Q009,"Cocoa, pwdr, local",Per 100 g,465,21.7,19.8,49.9,9.6,96,100,PH
Q010,Coconut water,Per 100 g,22,0.0,0.2,5.1,1.2,1,100,PH
Q011,"Coffee, creamer & sugar (3 in 1)",Per 100 g,392,3.6,0.8,92.5,0.0,65,100,PH
Q012,"Coffee, inst, 100% pure",Per 100 g,329,21.6,0.1,60.3,0.0,37,100,PH
Q013,"Coffee, roasted",Per 100 g,406,15.2,7.1,70.4,20.5,77,100,PH
Q014,"Coffee, soybean, w/ seed coat",Per 100 g,442,39.0,17.1,32.9,-,-,100,PH
Q015,"Coffee, soybean, w/o seed coat",Per 100 g,492,39.5,23.0,31.8,-,-,100,PH
Q016,"Fruit jce drnk conc, calamansi",Per 100 g,239,0.2,0.6,58.3,0.3,4,100,PH
Q017,"Fruit jce drnk conc, grape",Per 100 g,257,0.2,0.4,63.2,0.4,39,100,PH
Q018,"Fruit jce drnk conc, grapefruit",Per 100 g,230,0.0,1.3,54.6,0.6,4,100,PH
Q019,"Fruit jce drnk conc, guyabano",Per 100 g,109,0.3,0.3,26.3,1.3,13,100,PH
Q020,"Fruit jce drnk conc, mango",Per 100 g,75,0.2,0.2,18.2,0.4,7,100,PH
Q021,"Fruit jce drnk conc, orange",Per 100 g,244,0.0,0.7,59.5,0.9,9,100,PH
Q022,"Fruit jce drnk, apple, ttb",Per 100 g,50,0.1,0.2,12.0,0.2,4,100,PH
Q023,"Fruit jce drnk, citrus cooler, ttb",Per 100 g,47,0.1,0.2,11.2,0.1,4,100,PH
Q025,"Fruit jce drnk, grape, ttpk",Per 100 g,45,0.2,0.1,10.8,0.1,7,100,PH
Q026,"Fruit jce drnk, guava, ttpk",Per 100 g,46,0.1,0.3,10.7,0.7,2,100,PH
Q027,"Fruit jce drnk, guyabano, btl",Per 100 g,75,0.1,1.0,16.3,3.1,4,100,PH
Q028,"Fruit jce drnk, mango, btl",Per 100 g,57,0.2,0.2,13.7,0.3,10,100,PH
Q029,"Fruit jce drnk, mango, polyfoil",Per 100 g,49,0.1,0.2,11.6,0.3,9,100,PH
Q030,"Fruit jce drnk, mango, ttb",Per 100 g,49,0.1,0.2,11.8,0.3,9,100,PH
Q031,"Fruit jce drnk, orange & pineapple, ttb",Per 100 g,47,0.1,0.2,11.2,0.1,3,100,PH
Q032,"Fruit jce drnk, orange, btl",Per 100 g,43,0.2,0.2,10.1,0.2,2,100,PH
Q033,"Fruit jce drnk, orange, polyfoil",Per 100 g,49,0.1,0.2,11.8,0.2,2,100,PH
Q034,"Fruit jce drnk, orange, ttb",Per 100 g,46,0.1,0.2,10.9,0.2,2,100,PH
Q035,"Fruit jce drnk, pineapple & lychee, ttb",Per 100 g,51,0.2,0.5,11.3,-,-,100,PH
Q036,"Fruit jce drnk, pineapple & orange, cnd",Per 100 g,48,0.1,0.1,11.6,0.1,3,100,PH
Q037,"Fruit jce drnk, pineapple, ttb",Per 100 g,46,0.2,0.3,10.6,0.2,2,100,PH
Q038,"Fruit jce drnk, strawberry, polyfoil",Per 100 g,50,0.0,0.2,12.0,0.0,5,100,PH
Q039,"Fruit jce drnk, sugarcane, ttb",Per 100 g,51,0.2,0.1,12.2,0.6,1,100,PH
Q040,"Fruit-flvr drnk conc, orange",Per 100 g,237,0.2,0.5,58.0,0.9,9,100,PH
Q041,"Fruit-flvr drnk conc, strawberry",Per 100 g,272,0.1,0.7,66.4,0.0,26,100,PH
Q042,"Fruit-flvr drnk, pwdr, orange",Per 100 g,407,0.0,2.2,96.8,0.4,17,100,PH
Q043,"Juice, apple, cnd",Per 100 g,65,0.1,0.2,15.7,0.3,5,100,PH
Q044,"Juice, calamansi (nectar)",Per 100 g,150,0.1,0.4,36.4,1.6,8,100,PH
Q045,"Juice, mango",Per 100 g,56,0.4,0.7,12.1,1.1,4,100,PH
Q046,"Juice, orange, unsweetn, cnd",Per 100 g,46,0.7,0.3,10.2,0.3,4,100,PH
Q047,"Juice, pineapple & grapefruit, cnd",Per 100 g,63,1.2,0.5,13.4,0.1,18,100,PH
Q048,"Juice, pineapple, cnd",Per 100 g,62,0.0,0.1,15.3,0.2,2,100,PH
Q049,"Juice, sugarcane",Per 100 g,50,0.1,0.2,11.9,0.6,1,100,PH
Q050,"Juice, tomato, cnd",Per 100 g,25,0.8,0.2,4.9,0.5,182,100,PH
Q051,"Lemon tea drink, ttb",Per 100 g,51,0.0,0.3,12.0,0.0,29,100,PH
Q052,Sago in light syrup,Per 100 g,73,0.0,1.2,15.5,0.0,5,100,PH
Q053,"Softdrink, cola",Per 100 g,41,0.0,0.1,9.9,0.0,4,100,PH
Q054,"Softdrink, orange flvr",Per 100 g,46,0.0,0.0,11.6,0.0,12,100,PH
Q055,"Soy drink, pwdr, plain",Per 100 g,449,21.8,13.7,59.6,6.9,753,100,PH
Q056,"Soy drnk, pwdr, corn flvr",Per 100 g,448,19.4,13.6,62.0,6.8,749,100,PH
Q057,"Soy drnk, pwdr, pandan flvr",Per 100 g,414,18.3,6.5,70.6,6.9,752,100,PH
Q058,"Soybean milk drink, choc-flvr",Per 100 g,76,2.2,0.3,16.1,0.5,70,100,PH
Q059,Soybean milk drnk,Per 100 g,51,2.6,0.8,8.3,0.6,2,100,PH
Q060,"Tea lvs, dried",Per 100 g,357,21.7,1.0,65.3,8.3,70,100,PH
Q061,Young coconut (shredded) drnk,Per 100 g,39,0.2,0.2,9.0,1.2,7,100,PH
Q062,"Tea, prep w/ water, no sugar",Per 100 g,1,0.1,0.0,0.2,0.0,1,100,PH
R001,Cheese pimiento sandwich,Per 100 g,268,9.6,8.0,39.3,2.2,697,100,PH
R002,Cheese sandwich,Per 100 g,302,11.2,6.2,50.3,2.3,320,100,PH
R003,Cheeseburger sandwich,Per 100 g,250,11.2,9.5,30.0,1.7,441,100,PH
R004,"Steamed bun, mung bean filling",Per 100 g,279,6.7,2.9,56.4,-,-,100,PH
R005,"Steamed bun, pork filling",Per 100 g,294,9.2,11.2,39.0,-,-,100,PH
R006,Glutinous rice w/ mung bean & cocomilk,Per 100 g,130,1.8,3.0,24.0,2.7,9,100,PH
R007,Hamburger sandwich w/ coleslaw,Per 100 g,246,12.1,8.4,30.5,-,481,100,PH
R008,"Hamburger sandwich, reg",Per 100 g,265,14.0,9.9,30.1,1.5,300,100,PH
R009,Meat pie,Per 100 g,435,11.9,24.8,41.1,2.5,555,100,PH
R010,Meat roll,Per 100 g,313,10.4,10.4,44.4,2.1,470,100,PH
R011,Rice gruel w/ chicken,Per 100 g,63,2.0,0.4,12.8,0.5,453,100,PH
R012,Rice gruel w/ choc & milk,Per 100 g,97,1.7,0.2,22.0,0.7,13,100,PH
R013,Rice gruel w/ tripe,Per 100 g,53,2.0,1.3,8.3,0.1,179,100,PH
R014,"Spaghetti, meat balls & tomato sce, cnd",Per 100 g,83,4.8,1.0,13.8,2.7,277,100,PH
R015,"Spaghetti, Vienna sausage & tomato sce, cnd",Per 100 g,86,2.9,1.7,14.8,1.5,276,100,PH
R016,Buko pie,Per 100 g,266,4.4,7.2,45.9,2.0,380,100,PH
R017,Egg pie,Per 100 g,228,9.6,3.5,40.0,2.2,383,100,PH
R018,"Halu-halo, cnd",Per 100 g,242,2.3,0.3,57.4,-,-,100,PH
R019,"Halu-halo, w/ ice",Per 100 g,82,1.0,0.3,18.7,-,-,100,PH
R020,Pineapple pie,Per 100 g,279,1.1,0.3,67.9,-,306,100,PH
R021,Pizza pie,Per 100 g,271,10.3,5.8,44.4,2.6,518,100,PH
R022,"Milk fish, w/ black beans, cnd",Per 100 g,243,18.6,18.7,0.0,0.3,536,100,PH
R023,"Spring roll, crab, unckd",Per 100 g,207,5.8,2.6,40.1,1.2,454,100,PH
R024,"Spring roll, fish, unckd",Per 100 g,185,5.9,0.2,40.0,1.2,288,100,PH
R025,"Spring roll, shrimp, unckd",Per 100 g,200,6.3,0.2,43.2,1.2,304,100,PH
R026,"Beef & tomato spread, cnd",Per 100 g,193,9.8,11.7,12.1,-,-,100,PH
R027,"Beef caldereta, cnd",Per 100 g,284,13.3,24.9,1.6,1.1,315,100,PH
R028,"Beef callos, cnd",Per 100 g,144,9.6,7.3,9.9,1.6,303,100,PH
R029,"Beef curry, cnd",Per 100 g,165,9.5,11.2,6.6,-,169,100,PH
R030,"Beef hamburger w/ tomato sce, cnd",Per 100 g,145,9.4,4.6,16.5,0.9,467,100,PH
R031,"Beef kare-kare, cnd",Per 100 g,64,9.0,1.1,4.4,1.5,109,100,PH
R032,"Beef roll, mechado, cnd",Per 100 g,140,11.6,8.7,3.8,1.2,329,100,PH
R033,"Beef roll, morcon, cnd",Per 100 g,187,13.9,8.0,14.9,0.2,388,100,PH
R034,"Beef steak, cnd",Per 100 g,161,9.6,11.8,4.0,0.6,331,100,PH
R035,"Beef stew, cnd",Per 100 g,169,9.5,11.4,7.1,1.4,606,100,PH
R036,"Beef w/ gravy, cnd",Per 100 g,101,12.1,5.8,0.0,-,243,100,PH
R037,"Beef w/ mushroom sce, cnd",Per 100 g,103,13.3,3.7,4.0,0.3,1110,100,PH
R038,"Beef w/chickpeas, cnd",Per 100 g,95,6.3,3.0,10.6,2.2,335,100,PH
R039,"Beef, chili con carne, cnd",Per 100 g,94,7.5,1.8,11.9,-,434,100,PH
R040,"Chicken stew, cnd",Per 100 g,72,3.6,2.7,8.3,0.6,359,100,PH
R041,"Corned beef hash, cnd",Per 100 g,104,8.4,3.1,10.7,0.9,315,100,PH
R042,"Duck meat, pato tim, cnd",Per 100 g,134,11.0,8.7,2.8,0.0,199,100,PH
R045,"Meat ball & quail egg, sw & sr sce, cnd",Per 100 g,207,9.8,13.1,12.4,0.6,226,100,PH
R047,"Pork & chicken adobo, cnd",Per 100 g,189,14.5,14.6,0.0,0.2,201,100,PH
R050,"Pork adobo, cnd",Per 100 g,277,10.3,24.8,3.1,0.3,254,100,PH
R051,"Pork adobo, w/ egg, cnd",Per 100 g,261,13.4,20.2,6.3,0.3,237,100,PH
R052,"Pork afritada, cnd",Per 100 g,123,6.3,8.1,6.3,1.3,248,100,PH
R053,"Pork blood stew, cnd",Per 100 g,155,14.8,10.6,0.0,0.2,-,100,PH
R054,"Pork humba, cnd",Per 100 g,127,7.1,4.7,14.0,-,-,100,PH
R055,"Pork leg w/ mushroom sce, cnd",Per 100 g,271,7.7,19.7,15.7,0.3,513,100,PH
R056,"Pork leg, mushroom & chestnut, cnd",Per 100 g,228,12.0,19.6,0.8,0.9,554,100,PH
R057,"Pork leg, pinaksiw, cnd",Per 100 g,188,13.1,12.1,6.6,0.3,294,100,PH
R058,"Pork pastel, cnd",Per 100 g,147,8.8,10.4,4.6,0.7,262,100,PH
R059,"Pork w/ black beans, cnd",Per 100 g,215,11.2,16.2,6.1,1.9,351,100,PH
R060,"Pork, roasted, pinaksiw, cnd",Per 100 g,214,12.8,15.2,6.4,0.2,326,100,PH
R061,"Roast beef hash, cnd",Per 100 g,201,15.0,12.0,8.2,1.4,523,100,PH
R062,"Spring roll, beef, unckd",Per 100 g,202,7.6,1.2,40.3,1.2,279,100,PH
R063,"Spring roll, chicken, unckd",Per 100 g,224,5.7,4.8,39.6,1.2,277,100,PH
R064,"Spring roll, Shanghai, unckd",Per 100 g,266,5.8,10.0,38.3,1.2,275,100,PH
R065,"Chicken noodle broth, inst",Per 100 g,61,1.7,1.8,9.5,0.0,2338,100,PH
R066,"Soup, beans w/ bacon, cond, cnd",Per 100 g,50,2.6,0.6,8.6,2.7,291,100,PH
R067,"Soup, beef & veg, cnd",Per 100 g,60,3.3,2.7,5.7,1.4,385,100,PH
R068,"Soup, bird's nest (nido), cond, cnd",Per 100 g,45,1.3,2.1,5.3,0.2,226,100,PH
R069,"Soup, chicken & asparagus, cnd",Per 100 g,20,2.1,0.6,1.5,0.7,184,100,PH
R070,"Soup, chicken & veg, cnd",Per 100 g,33,1.2,0.3,6.3,0.9,239,100,PH
R071,"Soup, chicken & veg, cond, cnd",Per 100 g,60,2.0,3.4,5.4,0.6,624,100,PH
R072,"Soup, chicken noodle, cnd",Per 100 g,49,2.6,1.6,6.0,0.9,351,100,PH
R073,"Soup, corn potage, cond, cnd",Per 100 g,92,3.5,0.4,18.7,3.3,219,100,PH
R074,"Soup, cream of asparagus, cond, cnd",Per 100 g,79,1.8,4.2,8.5,0.4,667,100,PH
R075,"Soup, cream of chicken, cond, cnd",Per 100 g,62,2.5,2.0,8.4,0.0,615,100,PH
