,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size
295,"Beef, silverside, corned, raw, lean and fat",Whole (565g),724.59,89.5,40.83,0,0,8792.98,565
296,"Beef, silverside, corned, raw, lean only",Whole (565g),402.62,86.99,5.53,0,0,8397.6,565
297,"Beef, silverside, raw, lean and fat",Whole (620g),1121.16,122.69,70.36,0,0,270.63,620
298,"Beef, silverside, raw, lean only",Whole (620g),580.66,117.52,10.65,0,0,252.96,620
299,"Beef, sirloin steak, grilled, lean and fat",Whole (165g),452.33,42.9,31.52,0,0,113.85,165
300,"Beef, sirloin steak, grilled, lean only",Whole (165g),168.11,31.6,4.47,0,0,50.94,165
301,"Beef, sirloin steak, pan fried, lean and fat",Piece (102g),332.52,28.67,23.3,0,0,71.4,102
302,"Beef, sirloin steak, raw, lean and fat",Whole (255g),461.2,43.45,32.23,0,0,102,255
303,"Beef, sirloin steak, raw, lean only",Whole (255g),212.54,40.83,5.3,0,0,95.68,255
304,"Beef, spicy, stir fried",1 portion (194.47g),278.25,33.54,14.48,3.43,1.91,238.23,194.47
305,"Beef, topside roast, baked, lean and fat",Whole (1500g),2165.4,315,100.5,0,0,780,1500
306,"Beef, topside roast, baked, lean only",Slice (45g),62.73,11.01,2.03,0,0,23.6,45
307,"Beef, topside roast, raw, lean and fat",Whole (1382g),2251.55,294.37,118.85,0,0,580.44,1382
308,"Beef, topside roast, raw, lean only",Whole (1249g),1898.69,381.57,38.74,0,0,633.99,1249
309,"Beef, topside roast, raw, semi-trimmed",Whole (1316g),1704.03,280.83,63.83,0,0,548.9,1316
310,"Beef, with leek, in oyster sauce, stir fried",Plate-20cm (73.01g),141.13,13.19,8.86,2.15,1.18,433.68,73.01
311,"Beef, with snow peas, button mushroom, bamboo shoot, stir fried",Plate-20cm (78.88g),116.35,10.95,6.81,2.83,1.24,342.1,78.88
312,"Beef, with vegetable, spices, in tomato and chilli sauce, fried (Indian)",Bowl-soup (16 and 1/2 cm) (375g),611.25,43.13,37.13,26.25,9.38,1597.5,375
313,"Beef, wrapped in turmeric leaf, salt and pepper, roasted (Malay)",1 portion (49.66g),85.42,16.08,2.34,0,0.65,274.12,49.66
314,Beehoon goreng,Plate-23cm (170g),294.17,7.31,11.39,40.63,2.94,722.5,170
315,"Beehoon, raw (HCS)",1 portion (100g),365,5.9,0.6,84,2.2,11,100
316,"Beehoon, with cuttlefish and kangkong",Plate-23cm (356g),382.04,11.39,9.97,61.23,11.39,1359.92,356
317,"Beer, lager, light malt",Can (500g),185,1.5,0,10,0,35,500
318,beet salad,1 serving (100g),93,1.3,5.3,11,2.2,97,100
319,Beetroot halwa,Piece (92g),351.44,0.18,9.11,67.07,0.64,4.6,92
320,"Beetroot, raw, peeled",Whole (240g),85.9,3.26,0.19,14.78,6.72,94.08,240
322,Belacan,Piece (44g),127.16,2.68,1.1,26.71,1.23,750.2,44
323,Belimbi,Whole (7.6g),1.98,0.05,0.1,0.21,0.08,0.3,7.6
324,Benedictine D.O.M,Tablespoon (8g),33.28,0.02,0,2.7,0,0.16,8
325,Bengka ambon,Piece (49g),133.28,0.88,5.68,19.65,0.29,68.6,49
326,bergedil,Piece (49g),107.11,2.01,6.61,9.07,1.05,81.78,49
327,"Betel leaf, raw",Leaves (2g),0.8,0.06,0.01,0.12,0.04,0.06,2
328,Bhatura,Piece (113g),418.44,7.41,23.5,44.39,1.93,545.68,113
330,bibimbap,Bowl-rice (11and 1/2 cm) (498g),499.1,37.2,10.41,62.8,4.53,802.88,498
331,Bidaran,Piece (69g),224.28,3.59,9.94,30.15,1.24,6.9,69
332,"Big Breakfast, McDonalds'",Whole (252g),561.96,30.24,31,42.01,4.99,1101.24,252
333,Big-eye scad,Whole (310g),163.22,29.99,4.74,0,0,139.5,310
334,Bihun soto,Bowl-soup (16 and 1/2 cm) (902.21g),358.7,19.8,17.3,31,3.5,1537.37,902.21
335,Bihun soup,Bowl-soup (16 and 1/2 cm) (650g),580.5,29.3,18,75.4,7.3,856.05,650
336,Bingka pulut,Piece (65g),212.88,2.2,10.79,26.74,2.12,80.93,65
337,Bingka tepung beras,Piece (100g),189.05,1.8,1.5,42,1.3,40,100
338,Bingka ubi kayu,Piece (73g),189.83,1.53,7.08,30.08,1.1,79.57,73
339,"Bingka ubi-kayu, gula merah",Piece (100g),223,2.1,4.5,43.8,1,55,100
340,Bingsu with Fruit,1 portion (672g),598.08,9.41,21.91,90.72,19.49,276.19,672
341,Binjai,Whole (medium) (284g),92.7,1.45,0.29,21.15,1.01,1.45,284
342,Birdnest drink,Bottle (93g),39.06,0.84,0,9.02,0,4.65,93
343,"Birdnest, soaked",Packet (32g),19.84,3.97,0,0.99,0,9.92,32
344,"Biscuit, alphabet",Cup (70g),301.65,4.55,6.51,56.28,1.47,119,70
345,"Biscuit, chocolate",Piece (21g),96.37,1.6,2.9,15.98,0.4,31.71,21
346,"Biscuit, chocolate chip",Piece (11g),54.45,0.69,2.64,7.07,0.21,37.62,11
347,"Biscuit, chocolate chip and nut",Whole (31g),151.59,0,8.49,17.05,0.53,107.26,31
348,"Biscuit, chocolate flavour, sandwiched with cream filling",Piece (14g),65.38,0.8,3.14,8.65,0.21,45.64,14
349,"Biscuit, chocolate-coated",Piece (14g),66.08,0.91,3.36,8.19,0.2,35,14
350,"Biscuit, chocolate-coated, cream filled",Piece (16g),79.52,0.94,4.48,9.2,0.1,30.4,16
351,"Biscuit, coconut",Whole (10g),56.31,2.15,3.8,3.37,0.87,3,10
352,"Biscuit, cream cracker (old)",Piece (9g),38.61,0.8,1.16,6.53,0.55,9.9,9
353,"Biscuit, finger cream",Piece (11.2g),52.31,0.55,1.78,8.52,0.17,20.05,11.2
354,"Biscuit, flavoured",Piece (2.5g),12.43,0.24,0.6,1.48,0.09,26.65,2.5
355,"Biscuit, green gram",Piece (22g),80.76,0.48,0.04,19.6,0.16,2.42,22
356,"Biscuit, iced",Piece (3g),12.54,0.16,0.38,2.14,0.05,7.29,3
357,"Biscuit, jam-filled",Whole (14g),59.78,0.62,2.48,8.86,0.25,19.6,14
358,"Biscuit, Japanese",Piece (82g),403.44,6.23,23.04,42.8,0.74,374.74,82
359,"Biscuit, lemon puff",Piece (12g),54.72,0.5,2.06,8.52,0.13,16.8,12
360,"Biscuit, macaroon",Whole (9.5g),46.36,0.48,2.43,5.44,0.82,22.23,9.5
361,"Biscuit, marie",Piece (7g),30.87,0.5,0.78,5.46,0.14,16.8,7
362,"Biscuit, oatmeal",Piece (10g),46.7,0.57,2.14,6.32,0.25,64,10
363,"Biscuit, ovaltine",Whole (7.6g),36.57,0.6,1.4,5.4,0.4,11.02,7.6
364,"Biscuit, peanuts and coconut",Piece (21g),94.5,1.97,3.3,14.24,0.5,33.6,21
365,"Biscuit, Popeyes",1 portion (60g),240,4,13,26,1,490,60
366,"Biscuit, rice cracker",Slice (12.5g),49.63,0.95,0.43,10.2,0.28,46.13,12.5
367,"Biscuit, sandwiched with cream and jam filling",Whole (16g),76.48,0.67,3.73,10.26,0.24,33.28,16
368,"Biscuit, sandwiched with peanut butter filling",Piece (12g),58.44,1.28,3.1,6.38,0.23,48.48,12
369,"Biscuit, savoury, cheese-flavoured",Piece (2.2g),10.74,0.28,0.49,1.27,0.07,21.01,2.2
370,"Biscuit, savoury, flavoured",Whole (2.5g),12.43,0.24,0.6,1.48,0.09,26.65,2.5
371,"Biscuit, savoury, plain",Whole (5g),20.3,0.5,0.47,3.43,0.14,29.7,5
372,"Biscuit, savoury, rye crispbread",Whole (7.5g),25.43,0.81,0.19,4.54,1.08,36,7.5
373,"Biscuit, savoury, salada style",Piece (15g),62.1,1.29,2.04,9.3,0.54,139.05,15
374,"Biscuit, savoury, wholemeal",Piece (20g),83.6,2.22,2.52,12.12,1.6,204.2,20
375,"Biscuit, savoury, wholemeal wheat crispbread",Whole (6g),24.48,0.59,0.58,3.82,0.75,24.72,6
376,"Biscuit, shortbread style",Whole (15g),76.05,0.89,3.95,9.3,0.29,71.7,15
377,"Biscuit, soda (old)",Piece (8g),32.64,0.7,0.73,5.86,0.22,35.04,8
378,"Biscuit, sultana",Piece (7g),29.4,0.44,0.58,5.61,0.08,4.55,7
379,"Biscuit, sweet, ginger flavoured",Piece (10g),42.3,0.53,1.32,7.11,0.19,35.9,10
380,"Biscuit, sweet, plain",Piece (8.5g),38.51,0.54,1.37,5.99,0.17,24.65,8.5
381,"Biscuit, sweet, wheatmeal",Piece (10g),46,0.76,1.71,6.7,0.56,42.3,10
382,"Biscuit, sweet, with dried fruit",Whole (10g),47.1,0.54,2.18,6.34,0.24,39.1,10
383,"Biscuit, sweet, with fruit and nut",Whole (13g),63.18,0.78,3.35,7.54,0.25,57.07,13
384,"Biscuit, sweet, with nuts",Whole (11g),54.01,0.74,2.66,6.82,0.26,51.04,11
385,"Biscuit, vanilla flavoured, sandwiched with cream filling",Whole (15g),73.05,0.74,3.6,9.57,0.23,60.9,15
386,"Biscuit, wafer",Cube/Square (4g),20.28,0.24,1.13,2.3,0.14,4.48,4
387,"Biscuit, wafer (old)",Piece (9g),45.18,0.48,2.25,5.74,0.2,6.21,9
388,"Biscuit, with cream filling",Piece (10g),49.9,0.69,2.33,6.52,0.12,36.6,10
389,"Biscuits, high calcium",Packet (27g),136.08,1.84,6.45,17.66,0.59,146.88,27
390,"Biscuits, with icing on top",Packet (130g),539.5,7.28,9.23,107.12,3.38,282.1,130
391,Bitter gourd,1 portion (80g),136.9,3.8,12.2,2.7,1.8,504.8,80
392,"Bitter gourd, in gravy (Indian)",Plate-16cm (55.06g),87.55,1.16,8.75,1.05,2.48,518.11,55.06
393,"BK Big Fish, Burger King",Whole (189g),515.97,20.79,27.23,46.36,2.7,708.75,189
394,"Black bean, preserved",Sachet (25g),66.75,7.2,2.13,2.25,2.2,751.5,25
395,Black carrot cake,1 portion (350g),556.47,13.16,26.74,65.77,1.54,1937.08,350
396,"Black chicken herbal soup, soup only",Bowl-soup (16 and 1/2 cm) (374g),48.62,3.74,0.75,6.36,0,691.9,374
397,Black pearl cereal beverage,Packet (30g),129.9,3.6,4.08,19.71,2.7,10.8,30
398,Black pepper crab,Plate-23cm (266g),172.05,24.76,8.17,0,0,1165.24,266
399,"Black pomfret fish, raw",Whole (352g),234.57,37.65,9.07,0.79,0,212.89,352
400,"Black pomfret, fried",Whole (202.7g),305.57,42.78,8.96,1.36,0,192.85,202.7
401,"Black pomfret, in chilli, fried",Piece (95g),161.01,16.16,9.71,2.26,1.4,124.36,95
402,Black tea (no sugar),Cup (250g),2.5,0.25,0,0.25,0,2.5,250
403,"Blackberries, raw",Cup (150g),61.92,2,0.71,13.84,7.63,1.44,150
404,"Blackberry, stewed with sugar",Cup (258g),156.63,2.58,0.26,38.18,14.71,7.74,258
405,"Blackberry, stewed without sugar",Cup (258g),67.83,2.84,0.26,14.19,16.25,7.74,258
406,"Blood, braised in dark sauce",Plate-16cm (160g),70.4,15.2,0.96,0,0,948.8,160
407,"Blood, in dark sauce, braised",Plate-16cm (160g),70.4,15.2,0.96,0,0,948.8,160
408,Bloody mary,Glass (250ml) (148g),115.44,0.74,0.15,4.88,0.38,331.52,148
409,Blue Elephant Royal Thai Cuisine Hot Green Curry Paste,Whole (70g),95.2,2.73,4.83,10.15,5.67,3.29,70
410,"Blueberries, raw",Whole (1.36g),0.74,0.01,0,0.16,0.03,0.01,1.36
411,Blueberry filling,Cup (262g),288.2,1.31,0.52,58.95,1.31,262,262
412,Blueberry jam waffle,Piece (126g),393.13,8.53,17.49,51.71,1.78,152.72,126
413,Bo Luo Bao (Pineapple Bun),Piece (77g),322.63,6.47,15.87,38.42,1,226.38,77
414,Boiled beef ball,Whole (41g),58.63,5.54,2.95,2.46,0,156.62,41
415,Boiled black chicken,One quarter (106g),98.45,11.56,5.84,0,0,45.79,106
416,Boiled chicken intestines,Plate-16cm (48g),66.72,5.9,4.8,0,0,77.76,48
417,Boiled clams with shells,Plate-20cm (774g),541.8,120.74,4.64,5.42,0,1656.36,774
418,Boiled crocodile meat,1 portion (175g),383.25,53.55,18.38,1.23,0,40.25,175
419,Boiled kampung chicken,One quarter (148g),183.76,24.34,9.57,0,0,39.78,148
420,Boiled spicy potato,Piece (84g),59.64,1.76,0.25,12.68,2.1,43.68,84
421,"Bologna, beef",Slice (23g),72.07,2.69,6.52,0.46,0,230.23,23
422,"Bologna, pork, round, mildly seasoned, cured",Slice (28g),69.26,4.28,5.57,0.2,0,331.52,28
423,"Bologna, turkey, round, pre cooked",Slice (28g),55.88,3.84,4.26,0.28,0,245.84,28
424,"Bolognese pasta sauce, with mushroom",Cup (250g),125,4.75,4,17.5,4.25,1570,250
425,Bombay Halwa,Piece (108g),389.88,0.97,7.99,78.41,1.08,10.8,108
426,Boneless Chicken Wings - Original,Piece (32g),93.76,6.88,5.82,3.49,0.16,115.52,32
427,Boonthi,1 portion (50g),234,2.2,12.25,28.7,1.95,16.5,50
429,Braised beef stomach,Plate-20cm (225g),432,38.93,27.23,8.33,5.85,1118.25,225
430,Braised beef tendon noodles,Bowl-soup (16 and 1/2 cm) (444g),461.76,33.74,5.33,69.26,12.43,2264.4,444
431,Braised chicken rice,Plate-23cm (309g),548.88,24.43,23.88,59.08,2.16,835.67,309
432,"Braised chicken rice, skinless chicken",Plate-23cm (291g),503.14,23.66,14.78,68.91,1.69,1009.19,291
433,Braised chicken with sea cucumber,Plate-20cm (89.81g),132.65,10.67,9.18,1.84,1.01,279.49,89.81
434,Braised duck,Piece (14.96g),34.05,2.64,2.56,0.08,0,46.05,14.96
435,Braised duck feet,Piece (28g),22.64,2.48,1.34,0.16,0,144.06,28
436,Braised duck gizzards,Piece (47g),70.5,14.57,1.32,0,0,305.97,47
437,Braised duck rice,Plate-23cm (417g),643.65,22.77,28.9,71.76,0.65,1445.6,417
438,Braised duck tongue,1 portion (81g),42.65,2.78,3.35,0.35,0,348.83,81
439,Braised duck with yam rice,Plate-23cm (350g),556.5,21,9.8,95.55,3.5,1081.5,350
440,Braised duck without skin,One quarter (248g),244.38,39.99,9.38,0,0,512.62,248
441,Braised egg in soya sauce,Whole (52g),94.64,7.8,6.81,0.62,0,287.04,52
442,Braised large intestine,Plate-16cm (101g),164.63,12.02,12.93,0,0,642.36,101
443,Braised lung in dark sauce,1 portion (91g),73.71,12.83,2.55,0,0,556.92,91
444,Braised mixed mushroom,Plate-20cm (80g),45.44,1.1,4.32,0.54,1.56,277.28,80
445,Braised mixed vegetables,Bowl-soup (16 and 1/2 cm) (372.7g),141.63,2.98,10.44,9.73,9.91,553.46,372.7
446,Braised pig trotter with mushroom,Bowl-soup (16 and 1/2 cm) (284g),360.96,30.6,24.02,6.02,5.46,580.89,284
447,Braised pork rib noodles,Plate-23cm (531g),636.56,32.66,25.12,66.85,3.29,1534.64,531
448,Braised pork ribs with black bean sauce,Plate-16cm (105.46g),96.68,8.6,6.34,1.31,0.83,152.78,105.46
449,"Braised pork ribs, with black mushroom and taucheo",Plate-16cm (123.45g),153.18,14.41,9.71,2.04,1.38,463.44,123.45
450,Braised pork with black fungus,Bowl-soup (16 and 1/2 cm) (359.03g),821.07,44.79,67.18,9.6,2.49,753.53,359.03
451,Braised pork with chinese cabbage,Plate-20cm (111.71g),120.09,10.48,8.18,1.16,0.97,218.62,111.71
452,Braised small intestine,Plate-16cm (74.3g),98.82,11.15,6.02,0,0,565.42,74.3
453,Braised soya sauce chicken,Piece (33.9g),49.92,4.63,3.42,0.15,0,142.54,33.9
454,Braised taupok with vegetable,Plate-16cm (80g),137.98,6.6,11.86,1.2,1.6,192.4,80
455,Braised tongue,Piece (69g),113.16,10.28,8,0,0,316.02,69
456,Brandy,1 portion (30g),64.38,0,0,0.09,0,0.6,30
457,Bread,Slice (28g),83.7,2.58,1.47,15.03,0.72,121.8,28
458,Bread pudding,1 portion (100g),153,5.6,4.7,23.5,1,212,100
459,"Bread roll, white",Whole (90g),261.17,9.18,3.42,46.44,3.15,509.4,90
460,"Bread roll, white, soft",Piece (51g),136.68,4.59,2.14,26.32,1.99,285.6,51
461,"Bread roll, wholemeal",Whole (90g),229.95,9,2.61,39.6,5.13,486,90
462,"Bread, brown",Slice (28g),67.52,2.72,0.7,11.73,1.4,140,28
463,"Bread, brown, toasted",Slice (23g),66.08,2.67,0.69,11.48,1.38,136.85,23
464,"Bread, butterscotch-flavoured",Slice (38g),125.4,3.61,3.65,19.57,0.57,154.28,38
465,"Bread, chocolate chip",Slice (38g),118.94,3,2.55,20.9,1.48,136.8,38
466,"Bread, coconut",Whole (45g),233.07,6.17,13.5,21.78,2.59,34.2,45
467,"Bread, focaccia",Whole (53g),162.71,5.62,4.24,25.55,1.43,340.26,53
468,"Bread, focaccia, with sun-dried tomato",Whole (80g),244.8,5.12,14.56,23.44,2.8,336.8,80
469,"Bread, french",1 portion (136g),393.04,16.05,2.45,76.7,3.26,884,136
470,"Bread, fruit with nuts and seeds (HCS)",Slice (40g),109.2,4,1,21.04,1.32,124,40
471,"Bread, garlic",Whole (70g),218.4,6.02,8.54,28.21,2.31,447.3,70
472,"Bread, multigrain",Slice (32g),84.8,3.81,1.06,15.01,1.79,93.12,32
473,"Bread, oat bran",Slice (30g),70.8,3.12,1.32,11.94,1.35,122.1,30
474,"Bread, pita",Whole (small) (28g),77,2.55,0.34,15.6,0.62,150.08,28
475,"Bread, raisin",Slice (33g),88.42,2.67,1.25,16.2,0.89,61.05,33
476,"Bread, rolls",Whole (43g),133.3,4.69,2.8,22.36,0.86,230.48,43
477,"Bread, ryemeal",Cube/Square (30g),77.37,3.15,0.45,15.12,0.12,119.1,30
478,"Bread, white",Whole (336g),860.08,32.59,3.36,174.72,9.07,1142.4,336
479,"Bread, white (HCS)",Slice (28g),70,2.8,1.01,12.4,1.04,105.28,28
480,"Bread, white, aerated, high protein",Slice (21g),53.55,2.92,0.61,8.95,0.78,84,21
481,"Bread, white, fibre increased",Slice (30g),72.42,2.88,0.81,12.51,1.41,138,30
482,"Bread, white, fibre increased, toasted",Slice (23g),66.91,2.65,0.76,11.55,1.31,127.42,23
483,"Bread, white, from bakery shop",Slice (30g),83.7,2.58,1.47,15.03,0.72,121.8,30
484,"Bread, white, protein increased",Slice (28g),68.53,2.63,0.64,12.49,0.76,137.2,28
485,"Bread, white, protein increased, toasted",Slice (23g),67.02,2.58,0.62,12.21,0.74,134.09,23
486,"Bread, white, toasted",Slice (23g),68.34,2.09,0.74,12.81,0.78,130.41,23
487,"Bread, whitemeal, enriched",Slice (28g),72.24,2.86,0.42,14.22,0.9,90.16,28
488,"Bread, wholemeal (HCS)",Slice (28g),74.48,3.33,0.78,13.55,1.82,87.92,28
489,"Bread, wholemeal, enriched",Slice (31g),74.09,3.78,0.56,11.56,1.77,85.25,31
490,"Bread, wholemeal, fibre increased",Slice (30g),73.57,3.48,1.02,11.4,2.19,135,30
491,"Bread, wholemeal, fibre increased, toasted",Slice (25g),72.97,3.45,1,11.33,2.18,86.25,25
492,"Bread, wholemeal, toasted",Slice (25g),70.7,2.63,0.9,12,1.9,141.75,25
493,"Bread, with banana and walnut",Slice (40g),124.8,4.72,2.48,21.96,1.16,63.2,40
494,"Breadcrumb, commercial",Cup (90g),322.75,11.25,3.24,59.58,3.69,612,90
495,"Breadfruit, raw, peeled",Slice (50g),34.6,0.5,0.19,7.7,1.08,7.32,50
496,"Breakfast cereal, flavoured, contains whole grains",Bowl-rice (11and 1/2 cm) (30g),100.2,1.92,1.67,19.38,1.35,59.1,30
497,"Breakfast cereal, flavoured, not whole grains",Bowl-rice (11and 1/2 cm) (30g),95.7,1.86,0.69,20.52,0.54,143.4,30
498,"Breakfast cereal, mixed, contains whole grains",Bowl-rice (11and 1/2 cm) (30g),96.6,2.61,1.79,17.55,1.98,95.4,30
499,"Breakfast cereal, mixed, not whole grains",Bowl-rice (11and 1/2 cm) (30g),112.2,2.22,1.59,22.26,0.93,129.3,30
500,"Breakfast cereal, plain, contains whole grains",Bowl-rice (11and 1/2 cm) (30g),95.4,2.25,0.93,19.47,1.74,171,30
501,"Breakfast cereal, plain, not whole grains",Bowl-rice (11and 1/2 cm) (30g),92.7,2.07,0.3,20.46,0.66,230.7,30
502,"Breakfast cereal, wholegrain, with dried fruits/nuts (HCS)",Bowl-rice (11and 1/2 cm) (30g),94.5,2.55,1.14,18.51,2.25,72,30
503,"Bream, African, raw",Whole (216g),82.08,14.17,2.33,1.04,0,41.47,216
504,"Bream, red, African, raw",Whole (294g),107.34,22.01,2.01,0.34,0,35.75,294
505,"Bream, threadfin, Japanese, raw",Whole (166g),79.52,13.44,2.51,0.8,0,179.68,166
506,Brewed coffee,1 portion (155g),3.7,0.16,0,0.62,0,3.1,155
507,Brinjal pachadi,Bowl-soup (16 and 1/2 cm) (127g),227.33,1.4,10.67,31.62,3.81,1148.72,127
508,Briyani,1 portion (224g),391.9,6.5,9.9,69,2.7,562.24,224
509,"Broad bean without shell, with added salt, deep-fried",Packet (200g),936,47.6,36.2,105,24.6,794,200
510,"Broccoli, boiled",Half Cup (79.8g),22.34,2.38,0.28,4.04,2.31,20.75,79.8
511,"Broccoli, raw",Whole (154g),44.54,6.31,0.15,4.31,5.85,18.48,154
512,broiled eel,Piece (96g),296.8,23.2,21.1,3.5,0,565.34,96
513,"Brown rice bee hoon, fried, plain",Plate-23cm (299g),451.49,6.28,8.97,86.71,5.08,1118.26,299
514,Brown rice cooked,Bowl-rice (11and 1/2 cm) (230g),273.7,7.13,1.84,57.04,3.45,6.9,230
515,"Brown rice kway teow, cooked",Bowl-rice (11and 1/2 cm) (200g),262,2.7,2.52,57.6,2,34,200
516,"Brown rice laksa noodles, cooked",Bowl-rice (11and 1/2 cm) (200g),312,3.4,0.9,72.2,2.7,19.26,200
517,"Brown rice porridge, plain",Bowl-rice (11and 1/2 cm) (256g),76.8,3.07,0.51,14.85,0.77,10.24,256
518,"Brown rice yellow noodles, raw",Bowl-rice (11and 1/2 cm) (200g),388,10.2,3.8,78.6,3.6,699.6,200
519,Brownie,Whole (56g),226.8,2.7,9.1,34.6,1.2,143.92,56
520,Bruschetta,1 slice (43g),73.1,1.8,3.3,9.2,0.6,114,43
521,"Brussel sprouts, raw",Cup (129.41g),31.58,3.34,0.26,1.85,3.96,26.4,129.41
522,Bubble tea,Cup (400g),160,0.4,6,26.8,0,8,400
523,Bubble tea pearl,Bowl-dessert (15 cm) (313g),441.33,0,0,110.18,3.13,46.95,313
524,Bubor cha cha,Packet (355g),536.05,6.75,33.73,52.19,8.17,127.8,355
525,Bubor cha cha (2018),Bowl-dessert (15 cm) (358g),358,3.58,23.7,32.58,2.15,64.08,358
526,Bubur kacang hijau,100g,106,3.9,3.6,14.6,0.5,80,100
527,Bubur kanji,Bowl-soup (16 and 1/2 cm) (376.5g),344.5,12.95,16.04,37.05,1.92,287.27,376.5
528,bubur pulut hitam,Bowl-dessert (15 cm) (380g),269.8,4.6,4.6,52.8,0.8,97.66,380
529,Bubur terigu,1 portion (400g),336,4.4,3.2,72.4,4.8,40,400
530,"Bulgar, cooked",Cup (182g),151.06,5.61,0.44,25.63,8.19,9.1,182
531,Bulgogi,Bowl-rice (11and 1/2 cm) (450g),583.2,34.1,17.5,72.1,3.2,785.12,450
532,Bulgogi Gimbap (Korean Rice Roll with Spicy Beef),1 portion (185g),229.4,14.43,6.83,27.75,1.85,664.15,185
533,"Bulgur, boiled",Cup (265g),227.9,8.22,1.06,45.58,11.93,26.5,265
534,"Bulgur, dried",Cup (180g),580.91,17.82,3.06,108.18,21.78,27,180
535,"Bulgur, soaked",Cup (205g),311.6,10.66,1.85,62.12,6.5,4.1,205
536,Bun bo hue,1 serving (257g),375,13,18,66,2,1011,257
537,"Bun, chicken curry",Whole (78.5g),214.31,6.36,6.75,31.79,1.73,293.59,78.5
538,"Bun, cinnamon",1 portion (79g),282.03,5.45,8.69,45.5,1.42,443.98,79
539,"Bun, coconut",Whole (69g),229.08,5.04,11.45,26.5,4,160.08,69
540,"Bun, custard",Piece (63g),178.29,5.86,5.42,24.7,1.45,100.17,63
541,"Bun, dried shrimp",Piece (80g),275.2,10.72,12.8,29.28,2.48,524,80
542,"Bun, fruit, glazed",Piece (80g),207.66,5.52,3.2,37.92,2.72,225.6,80
543,"Bun, fruit, iced",Piece (75g),222.45,7.35,6,35.03,2.48,150,75
544,"Bun, melon",Whole (61g),186.05,5.06,5.8,26.41,0.92,111.02,61
545,"Bun, pork floss",Piece (78g),336.96,9.98,19.11,31.36,1.33,1150.5,78
546,"Bun, sausage",Piece (70g),198.8,7.84,8.05,23.73,0.98,367.5,70
547,"Bun, steamed",Whole (50.44g),104.92,3.13,0.61,21.79,0.5,83.23,50.44
548,"Bun, sugared",Whole (55g),177.1,5.17,4.07,29.7,1.54,149.6,55
549,"Bun, susi",Whole (71.2g),217.16,8.69,7.76,28.05,0.85,270.56,71.2
550,"Bun, sweet, with dried fruit",1 portion (80g),207.2,5.52,3.2,37.92,2.72,225.6,80
551,"Bun, tuna",Piece (79g),238.69,9.68,10.51,26.43,1.58,333.25,79
552,"Bun, with sugar coated topping",Whole (20g),61.4,1.54,2.04,9.24,0.32,56.8,20
553,"Burger, Big Mac, McDonalds'",Whole (204g),522.24,24.48,26.01,49,5,969,204
554,"Burger, double whopper with cheese, Burger King",Piece (375g),997.5,52.5,63.98,44.7,6,1451.25,375
555,Burrito,1 portion (248g),443.9,24.4,15.9,44.9,6,1398.72,248
556,"Butter and canola oil spread, reduced fat (44%) and salt",Teaspoon (5g),20.49,0.21,2.22,0.01,0,18,5
557,Butter cake,Slice (90g),360.63,5.41,17.13,46.64,1.02,219.17,90
558,Butter cookies,Piece (6g),30.42,0.35,1.49,3.9,0.08,10.98,6
559,Butter crab,Plate-23cm (288g),387.5,20.35,28.38,12.7,0,1343.95,288
560,Butter roll,1 portion (28g),88.76,2.32,2.24,14.84,0.81,143.64,28
561,Butter sugar roll,Whole (65g),200.85,5.59,5.07,33.35,1.56,185.25,65
562,Butter Sugar Toast,1 portion (64g),270.08,4.03,14.49,30.85,1.09,320.64,64
563,"Butter, salted",Tablespoon (25g),180.2,0.18,20.2,0.18,0,152.5,25
564,"Butter, unsalted",Teaspoon (6g),44.5,0.04,4.99,0.04,0,0.6,6
565,Butterfly cookie,Piece (50g),236,3.55,11.55,29.4,1,470.5,50
566,Butterfly fritter,Piece (57g),207.48,3.82,8.72,28.44,1.08,79.23,57
567,Buttermilk,Cup (258g),149.36,10.84,5.16,13.93,0,147.06,258
568,Cabbage roll,1 piece (103g),115,8.7,5.2,8.9,1.3,353,103
569,Cabbage soup with pork ribs,Bowl-soup (16 and 1/2 cm) (500g),149.22,18.65,6.23,3.35,0.47,1276.61,500
570,"Cabbage, boiled, drained",Cup (120g),27.6,1.52,0.07,6.61,2.28,9.6,120
