food_id|attribute|value1|value2
A55|Protein, total|2.65|g
A55|Fat, total|1.40|g
A55|Carbohydrate, available|12.44|g
A55|Dietary fibre|3.0|g
A55|Ash|0.88|g
A55|Calcium|3|mg
A55|Phosphorus|92|mg
A55|Magnesium|16|mg
A55|Sodium|154|mg
A55|Potassium|144|mg
A55|Iron|0.29|mg
A55|Thiamin|0.02|mg
A55|Riboflavin|0.02|mg
A55|Niacin|1.18|mg
A55|Vitamin C|3|mg
A55|Sugars, total|4.93|g
A55|Fatty acids, total saturated|0.33|g
A20|thai_name|ข้าวเม่า, ข้าวเจ้า|
A20|english_name|Rice, flakes|
A20|scientific_name|Oryza sativa|
A20|base_weight|Per 100 g|
A20|Total energy - by calculation|351|kcal
A20|Moisture|12.6|g
A20|Protein, total|7.30|g
A20|Fat, total|2.07|g
A20|Carbohydrate, total|76.03|g
A20|Ash|1.98|g
A20|Calcium|21|mg
A20|Phosphorus|251|mg
A20|Iron|6.77|mg
A20|Thiamin|0.22|mg
A20|Riboflavin|0.04|mg
A20|Fatty acids, total saturated|0.44|g
A20|Fatty acids, total monounsaturated|0.77|g
A20|Fatty acids, total polyunsaturated|0.66|g
A20|Fatty acids, total omega-3 polyunsaturated|0.03|g
A20|Fatty acids, total omega-6 polyunsaturated|0.63|g
A21|thai_name|ข้าวเม่า, ข้าวเหนียวขาว|
A21|english_name|Rice, glutinous, flakes|
A21|scientific_name|Oryza glutinosa|
A21|base_weight|Per 100 g|
A21|Total energy - by calculation|364|kcal
A21|Moisture|9.9|g
A21|Protein, total|6.83|g
A21|Fat, total|1.90|g
A21|Carbohydrate, total|79.90|g
A21|Ash|1.42|g
A21|Calcium|15|mg
A21|Phosphorus|227|mg
A21|Iron|4.56|mg
A21|Thiamin|0.22|mg
A21|Riboflavin|0.04|mg
A26|thai_name|โจ๊กกึ่งสำเร็จรูป, พร้อมเครื่องปรุง|
A26|english_name|Rice porridge, instant, with seasoning|
A26|scientific_name|Oryza sativa|
A26|base_weight|Per 100 g|
A26|Energy, by calculation|350|kcal
A26|Moisture|3.4|g
A26|Protein, total|9.93|g
A26|Fat, total|1.02|g
A26|Carbohydrate, available|74.86|g
A26|Dietary fibre|0.9|g
A26|Ash|9.96|g
A26|Calcium|16|mg
A26|Sodium|1,741|mg
A26|Potassium|220|mg
A26|Iron|1.04|mg
A26|Retinol|1|mcg
A26|Vitamin A; retinol activity equivalent|1|mcg
A26|Thiamin|0.45|mg
A26|Riboflavin|0.03|mg
A26|Sugars, total|2.26|g
A26|Fatty acids, total saturated|0.55|g
A27|thai_name|บะหมี่, สด|
A27|english_name|Noodles, wheat, fresh|
A27|scientific_name|Ricitum sativum|
A27|base_weight|Per 100 g|
A27|Total energy - by calculation|298|kcal
A27|Moisture|27.2|g
A27|Protein, total|12.69|g
A27|Fat, total|3.29|g
A27|Carbohydrate, total|54.51|g
A27|Ash|2.30|g
A27|Calcium|19|mg
A27|Phosphorus|90|mg
A27|Sodium|613|mg
A27|Iron|2.02|mg
A27|Thiamin|0.01|mg
A27|Riboflavin|0.04|mg
A72|thai_name|บะหมี่, เส้นกลม, ทอด|
A72|english_name|Noodles, egg, round, deep fried|
A72|scientific_name|-|
A72|base_weight|Per 100 g|
A72|Total energy - by calculation|537|kcal
A72|Moisture|4.6|g
A72|Protein, total|8.97|g
A72|Fat, total|32.95|g
A72|Carbohydrate, total|51.20|g
A72|Ash|2.26|g
A72|Calcium|17|mg
A72|Phosphorus|86|mg
A72|Magnesium|14|mg
A72|Sodium|835|mg
A72|Potassium|145|mg
A72|Iron|0.46|mg
A72|Copper|0.10|mg
A72|Zinc|0.38|mg
A72|Fatty acids, total saturated|13.28|g
A72|Fatty acids, total monounsaturated|13.86|g
A72|Fatty acids, total polyunsaturated|3.12|g
A72|Fatty acids, total omega-6 polyunsaturated|3.12|g
A73|thai_name|บะหมี่, เส้นแบน, ทอด|
A73|english_name|Noodles, egg, flat, deep fried|
A73|scientific_name|-|
A73|base_weight|Per 100 g|
A73|Total energy - by calculation|584|kcal
A73|Moisture|3.4|g
A73|Protein, total|8.39|g
A73|Fat, total|40.73|g
A73|Carbohydrate, total|46.00|g
A73|Ash|1.52|g
A73|Calcium|16|mg
A73|Phosphorus|74|mg
A73|Magnesium|14|mg
A73|Sodium|559|mg
A73|Potassium|158|mg
A73|Iron|0.72|mg
A73|Copper|0.07|mg
A73|Zinc|0.41|mg
A73|Fatty acids, total saturated|10.16|g
A73|Fatty acids, total monounsaturated|10.62|g
A73|Fatty acids, total polyunsaturated|3.00|g
A73|Fatty acids, total omega-6 polyunsaturated|3.00|g
A58|thai_name|บะหมี่, อบแห้ง|
A58|english_name|Noodles, wheat, oven dried|
A58|scientific_name|Ricitum sativum|
A58|base_weight|Per 100 g|
A58|Energy, by calculation|359|kcal
A58|Moisture|7.2|g
A58|Protein, total|12.40|g
A58|Fat, total|1.40|g
A58|Carbohydrate, available|72.20|g
A58|Dietary fibre|3.8|g
A58|Ash|3.00|g
A58|Calcium|23|mg
A58|Sodium|647|mg
A58|Iron|1.54|mg
A67|thai_name|บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, ต้ม|
A67|english_name|Noodles, wheat, instant, with seasoning, cooked|
A67|scientific_name|Ricitum sativum|
A67|base_weight|Per 100 g|
A67|Total energy - by calculation|50|kcal
A67|Moisture|85.5|g
A67|Protein, total|1.65|g
A67|Fat, total|1.84|g
A67|Carbohydrate, total|6.61|g
A67|Ash|4.40|g
A29|thai_name|บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, ไม่ระบุรส|
A29|english_name|Noodles, wheat, instant, with seasoning, unknown flavour|
A29|scientific_name|-|
A29|base_weight|Per 100 g|
A29|Energy, by calculation|467|kcal
A29|Moisture|2.4|g
A29|Protein, total|11.13|g
A29|Fat, total|20.62|g
A29|Carbohydrate, available|57.28|g
A29|Dietary fibre|4.0|g
A29|Ash|4.62|g
A29|Calcium|26|mg
A29|Sodium|1,431|mg
A29|Potassium|120|mg
A29|Iron|2.01|mg
A127|thai_name|บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสไก่|
A127|english_name|Noodles, wheat, instant, with seasoning, chicken flavour|
A127|scientific_name|-|
A127|base_weight|Per 100 g|
A127|Energy, by calculation|457|kcal
A127|Moisture|2.4|g
A127|Protein, total|9.86|g
A127|Fat, total|20.60|g
A127|Carbohydrate, available|55.78|g
A127|Dietary fibre|4.4|g
A127|Ash|9.96|g
A127|Calcium|29|mg
A127|Sodium|2,590|mg
A127|Iron|1.92|mg
A127|Sugars, total|3.17|g
A70|thai_name|บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสต้มยำกุ้ง|
A70|english_name|Noodles, wheat, instant, with seasoning, Tom-yum-kung flavour|
A70|scientific_name|-|
A70|base_weight|Per 100 g|
A70|Energy, by calculation|445|kcal
A70|Moisture|2.2|g
A70|Protein, total|9.00|g
A70|Fat, total|19.03|g
A70|Carbohydrate, available|57.86|g
A70|Dietary fibre|3.3|g
A70|Ash|8.68|g
A70|Calcium|41|mg
A70|Sodium|2,313|mg
A70|Iron|3.17|mg
A70|Retinol|519|mcg
A70|Thiamin|0.08|mg
A70|Riboflavin|0.04|mg
A70|Sugars, total|5.15|g
A70|Fatty acids, total saturated|6.91|g
A69|thai_name|บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสหมูสับ|
A69|english_name|Noodles, wheat, instant, with seasoning, pork flavour|
A69|scientific_name|-|
A69|base_weight|Per 100 g|
A69|Energy, by calculation|456|kcal
A69|Moisture|3.1|g
A69|Protein, total|9.91|g
A69|Fat, total|19.91|g
A69|Carbohydrate, available|57.68|g
A69|Dietary fibre|3.1|g
A69|Ash|6.33|g
A69|Calcium|137|mg
A69|Phosphorus|126|mg
A69|Sodium|1,780|mg
A69|Potassium|148|mg
A69|Iron|2.80|mg
A69|Retinol|469|mcg
A69|Thiamin|0.09|mg
A69|Riboflavin|0.04|mg
A69|Niacin|1.50|mg
A69|Sugars, total|3.15|g
A69|Fatty acids, total saturated|7.55|g
A56|thai_name|บะหมี่กึ่งสำเร็จรูป, ไม่รวมเครื่องปรุง|
A56|english_name|Noodles, wheat, instant, without seasoning|
A56|scientific_name|-|
A56|base_weight|Per 100 g|
A56|Energy, by calculation|363|kcal
A56|Moisture|7.4|g
A56|Protein, total|6.66|g
A56|Fat, total|5.71|g
A56|Carbohydrate, available|70.53|g
A56|Dietary fibre|1.2|g
A56|Ash|8.47|g
A56|Calcium|16|mg
A56|Sodium|2,593|mg
A56|Potassium|83|mg
A56|Iron|0.99|mg
A56|Sugars, total|8.41|g
A71|thai_name|บะหมี่กึ่งสำเร็จรูป, รสหมูสับ, บรรจุในถ้วย|
A71|english_name|Noodles, wheat, instant, with seasoning, pork flavour, in cup|
A71|scientific_name|-|
A71|base_weight|Per 100 g|
A71|Energy, by calculation|416|kcal
A71|Moisture|3.8|g
A71|Protein, total|11.70|g
A71|Fat, total|16.80|g
A71|Carbohydrate, available|52.80|g
A71|Dietary fibre|3.4|g
A71|Ash|11.50|g
A71|Calcium|34|mg
A71|Sodium|2,722|mg
A71|Iron|1.60|mg
A71|Thiamin|1.50|mg
A71|Sugars, total|1.40|g
A74|thai_name|บะหมี่อบแห้งกึ่งสำเร็จรูป รสต่างๆ|
A74|english_name|Noodles, wheat, oven dried, instant, with seasoning, different flavoures|
A74|scientific_name|-|
A74|base_weight|Per 100 g|
A74|Energy, by calculation|361|kcal
A74|Moisture|7.8|g
A74|Protein, total|11.78|g
A74|Fat, total|4.57|g
A74|Carbohydrate, available|66.53|g
A74|Dietary fibre|3.1|g
A74|Ash|6.16|g
A74|Calcium|40|mg
A74|Sodium|2,235|mg
A74|Iron|4.63|mg
A74|Thiamin|0.12|mg
A74|Riboflavin|0.01|mg
A74|Sugars, total|3.67|g
A74|Fatty acids, total saturated|1.70|g
A75|thai_name|แป้งข้าวกล้อง|
A75|english_name|Rice flour, brown|
A75|scientific_name|Oryza sativa|
A75|base_weight|Per 100 g|
A75|Energy, by calculation|371|kcal
A75|Moisture|6.7|g
A75|Protein, total|8.25|g
A75|Fat, total|2.53|g
A75|Carbohydrate, available|76.13|g
A75|Dietary fibre|5.2|g
A75|Ash|1.19|g
A75|Calcium|18|mg
A75|Iron|1.97|mg
A80|thai_name|แป้งข้าวเจ้า|
A80|english_name|Rice flour, white|
A80|scientific_name|Oryza sativa|
A80|base_weight|Per 100 g|
A80|Energy, by calculation|359|kcal
A80|Moisture|10.1|g
A80|Protein, total|6.57|g
A80|Fat, total|0.55|g
A80|Carbohydrate, available|81.61|g
A80|Dietary fibre|0.8|g
A80|Ash|0.42|g
A80|Sodium|9|mg
A80|Iron|0.65|mg
A80|Copper|0.13|mg
A80|Zinc|2.00|mg
A80|Thiamin|0.01|mg
A80|Riboflavin|0.01|mg
A33|thai_name|แป้งข้าวโพด|
A33|english_name|Corn flour (100%)|
A33|scientific_name|Zea mays|
A33|base_weight|Per 100 g|
A33|Energy, by calculation|360|kcal
A33|Moisture|9.9|g
A33|Protein, total|0.29|g
A33|Fat, total|0.15|g
A33|Carbohydrate, available|89.13|g
A33|Dietary fibre|0.4|g
A33|Ash|0.14|g
A33|Calcium|12|mg
A33|Phosphorus|17|mg
A33|Magnesium|3|mg
A33|Sodium|4|mg
A33|Potassium|4|mg
A33|Iron|0.25|mg
A33|Zinc|0.04|mg
A33|Niacin|0.07|mg
A81|thai_name|แป้งข้าวฟ่าง|
A81|english_name|Sorghum flour|
A81|scientific_name|Sorghum bicolor|
A81|base_weight|Per 100 g|
A81|Moisture|7.4|g
A81|Protein, total|10.61|g
A81|Ash|1.09|g
A81|Calcium|19|mg
A81|Iron|5.60|mg
A83|thai_name|แป้งข้าวเหนียว|
A83|english_name|Rice flour, glutinous|
A83|scientific_name|Oryza sativa var. Glutinosa|
A83|base_weight|Per 100 g|
A83|Energy, by calculation|357|kcal
A83|Moisture|10.2|g
A83|Protein, total|6.00|g
A83|Carbohydrate, available|82.75|g
A83|Dietary fibre|0.8|g
A83|Ash|0.30|g
A83|Sodium|14|mg
A83|Iron|0.30|mg
A83|Thiamin|0.01|mg
A83|Riboflavin|0.01|mg
A77|thai_name|แป้งข้าวเหนียว ข้าวกล้อง|
A77|english_name|Rice flour, glutinous, brown|
A77|scientific_name|Oryza sativa|
A77|base_weight|Per 100 g|
A77|Moisture|7.3|g
A77|Protein, total|7.54|g
A77|Ash|1.04|g
A77|Calcium|23|mg
A77|Iron|1.88|mg
A84|thai_name|แป้งปอเปี๊ยะ (ไข่ขาว+แป้งสาลี+แป้งมัน)|
A84|english_name|Spring rolls wrapper (egg white+wheat flour+tapioca flour), fresh|
A84|scientific_name|-|
A84|base_weight|Per 100 g|
A84|Total energy - by calculation|239|kcal
A84|Moisture|39.7|g
A84|Protein, total|7.50|g
A84|Fat, total|0.87|g
A84|Carbohydrate, total|50.30|g
A84|Ash|1.60|g
A84|Sodium|317|mg
A34|thai_name|แป้งสาลี|
A34|english_name|Wheat flour|
A34|scientific_name|Triticum aestivum|
A34|base_weight|Per 100 g|
A34|Energy, by calculation|354|kcal
A34|Moisture|11.0|g
A34|Protein, total|12.22|g
A34|Fat, total|1.34|g
A34|Carbohydrate, available|71.75|g
A34|Dietary fibre|3.0|g
A34|Ash|0.66|g
A34|Calcium|15|mg
A34|Sodium|19|mg
A34|Iron|5.20|mg
A120|thai_name|แป้งสาลี โฮลมีล|
A120|english_name|Wheat wholemeal flour|
A120|scientific_name|Triticum aestivum|
A120|base_weight|Per 100 g|
A120|Energy, by calculation|335|kcal
A120|Moisture|11.6|g
A120|Protein, total|14.10|g
A120|Fat, total|1.40|g
A120|Carbohydrate, available|61.60|g
A120|Dietary fibre|9.9|g
A120|Ash|1.40|g
A35|thai_name|แป้งสาลีผสม, สำหรับชุบทอด|
A35|english_name|Batter, wheat flour mixed, for coating before frying|
A35|scientific_name|-|
A35|base_weight|Per 100 g|
A35|Energy, by calculation|342|kcal
A35|Moisture|10.2|g
A35|Protein, total|9.20|g
A35|Carbohydrate, available|75.25|g
A35|Dietary fibre|2.4|g
A35|Ash|3.00|g
A35|Calcium|177|mg
A35|Sodium|672|mg
A35|Iron|1.30|mg
A35|Sugars, total|1.80|g
A93|thai_name|แป้งห่อปอเปี๊ยะ, แห้ง, แผ่นบาง, แช่น้ำก่อนใช้|
A93|english_name|Spring rolls, wrapper (rice flour), dried, immerse in water before used|
A93|scientific_name|-|
A93|base_weight|Per 100 g|
A93|Total energy - by calculation|332|kcal
A93|Moisture|10.9|g
A93|Protein, total|4.90|g
A93|Carbohydrate, total|78.30|g
A93|Ash|6.00|g
A93|Calcium|25|mg
A93|Sodium|1,546|mg
A93|Iron|1.30|mg
A85|thai_name|แผ่นเกี๊ยวทอด ไม่มีหมู|
A85|english_name|Wonton wrapper or dumpling wrapper, fried|
A85|scientific_name|-|
A85|base_weight|Per 100 g|
A85|Total energy - by calculation|558|kcal
A85|Moisture|1.8|g
A85|Protein, total|8.30|g
A85|Fat, total|35.63|g
A85|Carbohydrate, total|51.00|g
A85|Ash|3.27|g
A85|Sodium|656|mg
A85|Iron|0.97|mg
A17|thai_name|แผ่นข้าวโพดอบกรอบ|
A17|english_name|Corn flakes|
A17|scientific_name|-|
A17|base_weight|Per 100 g|
A17|Energy, by calculation|363|kcal
A17|Moisture|3.2|g
A17|Protein, total|6.31|g
A17|Fat, total|0.24|g
A17|Carbohydrate, available|81.65|g
A17|Dietary fibre|4.4|g
A17|Ash|4.23|g
A17|Sodium|828|mg
A17|Sugars, total|6.71|g
A18|thai_name|แผ่นข้าวโพดอบกรอบ, เคลือบน้ำตาล|
A18|english_name|Corn flakes, sugar coated|
A18|scientific_name|-|
A18|base_weight|Per 100 g|
A18|Energy, by calculation|343|kcal
A18|Moisture|2.5|g
A18|Protein, total|4.01|g
A18|Fat, total|0.17|g
A18|Carbohydrate, available|71.58|g
A18|Dietary fibre|19.3|g
A18|Ash|2.41|g
A18|Sodium|495|mg
A18|Sugars, total|37.10|g
A40|thai_name|เส้นหมี่, อบ / ตาก, แห้ง|
A40|english_name|Noodles, rice, vermicelli, dried|
A40|scientific_name|-|
A40|base_weight|Per 100 g|
A40|Energy, by calculation|375|kcal
A40|Moisture|6.2|g
A40|Protein, total|7.00|g
A40|Fat, total|0.73|g
A40|Carbohydrate, available|84.41|g
A40|Dietary fibre|1.3|g
A40|Ash|0.30|g
A40|Calcium|9|mg
A40|Phosphorus|49|mg
A40|Sodium|13|mg
A40|Potassium|22|mg
A40|Iron|2.67|mg
A40|Riboflavin|0.01|mg
A41|thai_name|เส้นหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสต่างๆ|
A41|english_name|Noodles, rice, vermicelli, instant, with seasoning, different flavoures|
A41|scientific_name|-|
A41|base_weight|Per 100 g|
A41|Energy, by calculation|364|kcal
A41|Moisture|6.1|g
A41|Protein, total|6.83|g
A41|Fat, total|4.98|g
A41|Carbohydrate, available|71.93|g
A41|Dietary fibre|2.0|g
A41|Ash|8.21|g
A41|Calcium|23|mg
A41|Sodium|2,291|mg
A41|Iron|0.92|mg
A41|Thiamin|0.11|mg
A41|Riboflavin|0.01|mg
A41|Sugars, total|2.44|g
A41|Fatty acids, total saturated|1.95|g
A87|thai_name|เส้นหมี่ขาว, ทอด|
A87|english_name|Noodles, rice, dried, deep fried|
A87|scientific_name|Oryza sativa|
A87|base_weight|Per 100 g|
A87|Total energy - by calculation|610|kcal
A87|Moisture|0.9|g
A87|Protein, total|4.02|g
A87|Fat, total|42.85|g
A87|Carbohydrate, total|52.15|g
A87|Ash|0.11|g
A87|Calcium|19|mg
A87|Phosphorus|59|mg
A87|Magnesium|7|mg
A87|Sodium|21|mg
A87|Potassium|4|mg
A87|Iron|0.21|mg
A87|Copper|0.10|mg
A87|Zinc|0.47|mg
A87|Fatty acids, total saturated|18.96|g
A87|Fatty acids, total monounsaturated|16.32|g
A87|Fatty acids, total polyunsaturated|4.18|g
A87|Fatty acids, total omega-6 polyunsaturated|4.18|g
A88|thai_name|เส้นหมี่ข้าวกล้อง|
A88|english_name|Noodles, brown rice, vermicelli|
A88|scientific_name|-|
A88|base_weight|Per 100 g|
A88|Energy, by calculation|369|kcal
A88|Moisture|8.7|g
A88|Protein, total|7.90|g
A88|Fat, total|3.03|g
A88|Carbohydrate, available|75.80|g
A88|Dietary fibre|3.7|g
A88|Ash|0.93|g
A88|Calcium|10|mg
A88|Sodium|41|mg
A88|Iron|1.07|mg
A88|Thiamin|0.18|mg
A88|Riboflavin|0.01|mg
A88|Fatty acids, total saturated|0.45|g
A42|thai_name|หมี่ซั่ว (แป้งสาลี 100%)|
A42|english_name|Noodles, wheat, dried, longevity (Mee-sua)|
A42|scientific_name|Triticum aestivum|
A42|base_weight|Per 100 g|
A42|Energy, by calculation|326|kcal
A42|Moisture|8.2|g
A42|Protein, total|12.30|g
A42|Fat, total|0.80|g
A42|Carbohydrate, available|65.15|g
A42|Dietary fibre|4.6|g
A42|Ash|9.00|g
A42|Calcium|24|mg
A42|Sodium|2,398|mg
A42|Iron|1.45|mg
A42|Thiamin|0.11|mg
A121|thai_name|หมี่ตะคุ/หมี่โคราช|
A121|english_name|Noodles, rice, vermicelli, Thai Korat style (Mee-ta-ku/Mee-ko-rat)|
A121|scientific_name|-|
A121|base_weight|Per 100 g|
A121|Energy, by calculation|393|kcal
A121|Moisture|4.8|g
A121|Protein, total|4.80|g
A121|Fat, total|6.00|g
A121|Carbohydrate, available|79.20|g
A121|Dietary fibre|1.3|g
A121|Ash|3.90|g
A121|Calcium|13|mg
A121|Sodium|1,150|mg
A121|Iron|0.80|mg
A121|Thiamin|0.05|mg
A121|Riboflavin|0.02|mg
A121|Sugars, total|18.30|g
B1|thai_name|กระจับ, ต้ม|
B1|english_name|Water caltrops, boiled|
B1|scientific_name|Trapa bicornis|
B1|base_weight|Per 100 g|
B1|Total energy - by calculation|135|kcal
B1|Moisture|64.8|g
B1|Protein, total|3.60|g
B1|Fat, total|0.10|g
B1|Carbohydrate, total|33.00|g
B1|Ash|1.50|g
B1|Calcium|23|mg
B1|Phosphorus|89|mg
B1|Iron|4.60|mg
B1|Thiamin|0.27|mg
B1|Riboflavin|0.04|mg
B1|Vitamin C|9|mg
B2|thai_name|กลอย, ดิบ|
B2|english_name|Yam, wild, raw|
B2|scientific_name|Dioscorea hispida|
B2|base_weight|Per 100 g|
B2|Total energy - by calculation|143|kcal
B2|Moisture|63.1|g
B2|Protein, total|2.50|g
B2|Fat, total|0.10|g
B2|Carbohydrate, total|33.10|g
B2|Ash|1.20|g
B2|Calcium|22|mg
B2|Phosphorus|32|mg
B2|Iron|1.80|mg
B2|Thiamin|0.85|mg
B2|Niacin|0.20|mg
B2|Vitamin C|1|mg
B2|Sugars, total|0.71|g
B25|thai_name|แก่นตะวัน, ปอกเปลือก, ต้ม|
B25|english_name|Sunchoke (Jerusalem artichoke), without skin, boiled|
B25|scientific_name|Helianthus tuberosus|
B25|base_weight|Per 100 g|
B25|Energy, by calculation|45|kcal
B25|Moisture|81.2|g
B25|Protein, total|1.65|g
B25|Fat, total|0.03|g
B25|Dietary fibre|19.2|g
B25|Ash|0.94|g
B25|Calcium|22|mg
B25|Phosphorus|74|mg
B25|Magnesium|16|mg
B25|Sodium|24|mg
B25|Potassium|268|mg
B25|Iron|0.37|mg
B25|Copper|0.19|mg
B25|Zinc|0.30|mg
B25|Niacin|0.61|mg
B25|Sugars, total|0.93|g
B26|thai_name|แก่นตะวัน, ปอกเปลือก, สด|
B26|english_name|Sunchoke (Jerusalem artichoke), without skin, raw|
B26|scientific_name|Helianthus tuberosus|
B26|base_weight|Per 100 g|
B26|Energy, by calculation|52|kcal
B26|Moisture|78.1|g
B26|Protein, total|2.30|g
B26|Fat, total|0.11|g
B26|Dietary fibre|20.9|g
B26|Ash|1.07|g
B26|Calcium|21|mg
B26|Phosphorus|79|mg
B26|Magnesium|16|mg
B26|Sodium|30|mg
B26|Potassium|354|mg
B26|Iron|0.32|mg
B26|Copper|0.18|mg
B26|Zinc|0.29|mg
B26|b-carotene|5|mcg
B26|Thiamin|0.16|mg
B26|Riboflavin|0.02|mg
B26|Niacin|0.19|mg
B26|Sugars, total|1.13|g
B7|thai_name|เผือก, หัวเล็ก, นึ่ง|
B7|english_name|Taro, small corms, steamed|
B7|scientific_name|Colocasia esculenta|
B7|base_weight|Per 100 g|
B7|Energy, by calculation|111|kcal
B7|Moisture|69.8|g
B7|Protein, total|3.30|g
B7|Fat, total|0.50|g
B7|Carbohydrate, available|21.76|g
B7|Dietary fibre|3.3|g
B7|Ash|1.40|g
B7|Calcium|25|mg
B7|Phosphorus|54|mg
B7|Magnesium|38|mg
B7|Sodium|11|mg
B7|Potassium|491|mg
B7|Iron|1.58|mg
B7|Copper|0.11|mg
B7|Zinc|0.86|mg
B7|b-carotene|35|mcg
B7|Vitamin A; retinol activity equivalent|3|mcg
