food_id|attribute|value
DR006|food_group|Vegetables
DR006|food_type|Raw
DR006|base_weight|100 g
DR006|base_weight_edible|Edible weight 69 %
DR006|Air (Water)| : 96.1 g
DR006|Energi (Energy)| : 15 Kal
DR006|Protein (Protein)| : 0.4 g
DR006|Lemak (Fat)| : 0.2 g
DR006|Karbohidrat (CHO)| : 3.0 g
DR006|Serat (Fibre)| : 0.4 g
DR006|Abu (ASH)| : 0.3 g
DR006|Kalsium (Ca)| : 19 mg
DR006|Fosfor (P)| : 19 mg
DR006|Besi (Fe)| : 0.4 mg
DR006|Natrium (Na)| : 2 mg
DR006|Kalium (K)| : 131.1 mg
DR006|Tembaga (Cu)| : 0.02 mg
DR006|Seng (Zn)| : 0.6 mg
DR006|Beta-Karoten (Carotenes)| : 0 mcg
DR006|Thiamin (Vit. B1)| : 0.04 mg
DR006|Riboflavin (Vit. B2)| : 0.02 mg
DR006|Niasin (Niacin)| : 0.3 mg
DR006|Vitamin C (Vit. C)| : 13 mg
GR011|food_name|Asian swamp eel, fresh
GR011|food_group|Fish and Other Seafood
GR011|food_type|Raw
GR011|base_weight|100 g
GR011|base_weight_edible|Edible weight -
GR011|Air (Water)| : 74.9 g
GR011|Energi (Energy)| : 123 Kal
GR011|Protein (Protein)| : 15.1 g
GR011|Lemak (Fat)| : 5.5 g
GR011|Karbohidrat (CHO)| : 3.3 g
GR011|Serat (Fibre)| : 0.0 g
GR011|Abu (ASH)| : 1.2 g
GR011|Kalsium (Ca)| : 5 mg
GR011|Fosfor (P)| : 146 mg
GR011|Besi (Fe)| : 1.3 mg
GR011|Natrium (Na)| : 32 mg
GR011|Kalium (K)| : 349.0 mg
GR011|Tembaga (Cu)| : 0.10 mg
GR011|Seng (Zn)| : 0.7 mg
GR011|Beta-Karoten (Carotenes)| : 0 mcg
GR011|Thiamin (Vit. B1)| : 0.20 mg
GR011|Riboflavin (Vit. B2)| : 0.03 mg
GR011|Niasin (Niacin)| : 1.2 mg
GR044|food_name|Athlantic threadfin, fresh
GR044|food_group|Fish and Other Seafood
GR044|food_type|Raw
GR044|base_weight|100 g
GR044|base_weight_edible|Edible weight -
GR044|Air (Water)| : 75.6 g
GR044|Energi (Energy)| : 99 Kal
GR044|Protein (Protein)| : 20.6 g
GR044|Lemak (Fat)| : 1.4 g
GR044|Karbohidrat (CHO)| : 0.9 g
GR044|Abu (ASH)| : 1.5 g
GR044|Kalsium (Ca)| : 164 mg
GR044|Fosfor (P)| : 330 mg
GR044|Besi (Fe)| : 0.5 mg
GR044|Natrium (Na)| : 76 mg
GR044|Kalium (K)| : 282.0 mg
GR044|Tembaga (Cu)| : 0.20 mg
GR044|Seng (Zn)| : 0.9 mg
GR044|Retinol (Vit. A)| : 661 mcg
GR044|Thiamin (Vit. B1)| : 0.30 mg
GR044|Riboflavin (Vit. B2)| : 0.02 mg
GR044|Niasin (Niacin)| : 0.5 mg
ER001|food_name|Avocado, fresh
ER001|food_group|Fruits
ER001|food_type|Raw
ER001|base_weight|100 g
ER001|base_weight_edible|Edible weight 61 %
ER001|Air (Water)| : 84.3 g
ER001|Energi (Energy)| : 85 Kal
ER001|Protein (Protein)| : 0.9 g
ER001|Lemak (Fat)| : 6.5 g
ER001|Karbohidrat (CHO)| : 7.7 g
ER001|Abu (ASH)| : 0.6 g
ER001|Kalsium (Ca)| : 10 mg
ER001|Fosfor (P)| : 20 mg
ER001|Besi (Fe)| : 0.9 mg
ER001|Natrium (Na)| : 2 mg
ER001|Kalium (K)| : 278.0 mg
ER001|Tembaga (Cu)| : 0.20 mg
ER001|Seng (Zn)| : 0.4 mg
ER001|Beta-Karoten (Carotenes)| : 189 mcg
ER001|Karoten Total (Re)| : 180 mcg
ER001|Thiamin (Vit. B1)| : 0.05 mg
ER001|Riboflavin (Vit. B2)| : 0.08 mg
ER001|Niasin (Niacin)| : 1.0 mg
ER001|Vitamin C (Vit. C)| : 13 mg
ER076|food_name|Ayam banana, fresh
ER076|food_group|Fruits
ER076|food_type|Raw
ER076|base_weight|100 g
ER076|base_weight_edible|Edible weight 75 %
ER076|Air (Water)| : 71.2 g
ER076|Energi (Energy)| : 120 Kal
ER076|Protein (Protein)| : 1.1 g
ER076|Lemak (Fat)| : 0.2 g
ER076|Karbohidrat (CHO)| : 26.8 g
ER076|Serat (Fibre)| : 4.1 g
ER076|Abu (ASH)| : 0.7 g
ER076|Kalsium (Ca)| : 20 mg
ER076|Fosfor (P)| : 61 mg
ER076|Besi (Fe)| : 0.4 mg
ER076|Natrium (Na)| : 6 mg
ER076|Kalium (K)| : 392.0 mg
ER076|Tembaga (Cu)| : 0.10 mg
ER076|Seng (Zn)| : 0.3 mg
ER076|Beta-Karoten (Carotenes)| : 24 mcg
ER076|Thiamin (Vit. B1)| : 0.10 mg
ER076|Riboflavin (Vit. B2)| : 0.02 mg
ER076|Niasin (Niacin)| : 1.0 mg
ER076|Vitamin C (Vit. C)| : 26 mg
GP039|food_name|Baby anchovies, dried, raw
GP039|food_group|Fish and Other Seafood
GP039|food_type|Processed/Products
GP039|base_weight|100 g
GP039|base_weight_edible|Edible weight -
GP039|Air (Water)| : 4.3 g
GP039|Energi (Energy)| : 316 Kal
GP039|Protein (Protein)| : 60.1 g
GP039|Lemak (Fat)| : 6.5 g
GP039|Karbohidrat (CHO)| : 22.4 g
GP039|Serat (Fibre)| : 0.0 g
GP039|Abu (ASH)| : 6.7 g
GP039|Kalsium (Ca)| : 3,196 mg
GP039|Fosfor (P)| : 1,976 mg
GP039|Besi (Fe)| : 16.6 mg
GP039|Retinol (Vit. A)| : 320 mcg
GP039|Beta-Karoten (Carotenes)| : 0 mcg
GP039|Karoten Total (Re)| : 0 mcg
GP039|Thiamin (Vit. B1)| : 0.00 mg
GP039|Vitamin C (Vit. C)| : 0 mg
AR015|food_name|Baby corn, yellow, raw
AR015|food_group|Cereals
AR015|food_type|Raw
AR015|base_weight|100 g
AR015|base_weight_edible|Edible weight 100 %
AR015|Air (Water)| : 61.8 g
AR015|Energi (Energy)| : 147 Kal
AR015|Protein (Protein)| : 5.1 g
AR015|Lemak (Fat)| : 0.7 g
AR015|Karbohidrat (CHO)| : 31.5 g
AR015|Serat (Fibre)| : 1.3 g
AR015|Abu (ASH)| : 0.9 g
AR015|Kalsium (Ca)| : 6 mg
AR015|Fosfor (P)| : 122 mg
AR015|Besi (Fe)| : 1.1 mg
AR015|Natrium (Na)| : 5 mg
AR015|Kalium (K)| : 33.6 mg
AR015|Tembaga (Cu)| : 0.13 mg
AR015|Seng (Zn)| : 0.9 mg
AR015|Retinol (Vit. A)| : 0 mcg
AR015|Beta-Karoten (Carotenes)| : 113 mcg
AR015|Karoten Total (Re)| : 261 mcg
AR015|Thiamin (Vit. B1)| : 0.24 mg
AR015|Riboflavin (Vit. B2)| : 0.10 mg
AR015|Niasin (Niacin)| : 0.8 mg
AR015|Vitamin C (Vit. C)| : 9 mg
BP013|food_name|Bagea, coconut, savory
BP013|food_group|Starchy Roots & Tubers
BP013|food_type|Processed/Products
BP013|base_weight|100 g
BP013|base_weight_edible|Edible weight 100 %
BP013|Air (Water)| : 3.5 g
BP013|Energi (Energy)| : 450 Kal
BP013|Protein (Protein)| : 3.2 g
BP013|Lemak (Fat)| : 13.9 g
BP013|Karbohidrat (CHO)| : 78.1 g
BP013|Abu (ASH)| : 1.3 g
BP013|Kalsium (Ca)| : 38 mg
BP013|Fosfor (P)| : 38 mg
BP013|Besi (Fe)| : 0.3 mg
BP013|Natrium (Na)| : 74 mg
BP013|Kalium (K)| : 0.0 mg
BP013|Tembaga (Cu)| : 0.20 mg
BP013|Seng (Zn)| : 0.2 mg
BP013|Retinol (Vit. A)| : 0 mcg
BP013|Beta-Karoten (Carotenes)| : 0 mcg
BP013|Karoten Total (Re)| : 0 mcg
BP013|Thiamin (Vit. B1)| : 0.30 mg
BP013|Riboflavin (Vit. B2)| : 0.00 mg
BP013|Niasin (Niacin)| : 0.0 mg
BP013|Vitamin C (Vit. C)| : 0 mg
BP014|food_name|Bagea, coconut, sweet
BP014|food_group|Starchy Roots & Tubers
BP014|food_type|Processed/Products
BP014|base_weight|100 g
BP014|base_weight_edible|Edible weight 100 %
BP014|Air (Water)| : 3.0 g
BP014|Energi (Energy)| : 452 Kal
BP014|Protein (Protein)| : 1.3 g
BP014|Lemak (Fat)| : 13.8 g
BP014|Karbohidrat (CHO)| : 80.6 g
BP014|Abu (ASH)| : 1.3 g
BP014|Kalsium (Ca)| : 38 mg
BP014|Fosfor (P)| : 39 mg
BP014|Besi (Fe)| : 0.3 mg
BP014|Natrium (Na)| : 75 mg
BP014|Kalium (K)| : 0.0 mg
BP014|Tembaga (Cu)| : 0.20 mg
BP014|Seng (Zn)| : 0.2 mg
BP014|Retinol (Vit. A)| : 0 mcg
BP014|Beta-Karoten (Carotenes)| : 0 mcg
BP014|Karoten Total (Re)| : 0 mcg
BP014|Thiamin (Vit. B1)| : 0.00 mg
BP014|Riboflavin (Vit. B2)| : 0.00 mg
BP014|Niasin (Niacin)| : 0.0 mg
BP014|Vitamin C (Vit. C)| : 0 mg
BP015|food_name|Bagea, pili nut, savory
BP015|food_group|Starchy Roots & Tubers
BP015|food_type|Processed/Products
BP015|base_weight|100 g
BP015|base_weight_edible|Edible weight 100 %
BP015|Air (Water)| : 2.8 g
BP015|Energi (Energy)| : 529 Kal
BP015|Protein (Protein)| : 3.2 g
BP015|Lemak (Fat)| : 29.1 g
BP015|Karbohidrat (CHO)| : 63.6 g
BP015|Abu (ASH)| : 1.3 g
BP015|Kalsium (Ca)| : 38 mg
BP015|Fosfor (P)| : 40 mg
BP015|Besi (Fe)| : 0.4 mg
BP015|Natrium (Na)| : 74 mg
BP015|Kalium (K)| : 0.0 mg
BP015|Tembaga (Cu)| : 0.20 mg
BP015|Seng (Zn)| : 0.2 mg
BP015|Retinol (Vit. A)| : 0 mcg
BP015|Beta-Karoten (Carotenes)| : 0 mcg
BP015|Karoten Total (Re)| : 0 mcg
BP015|Thiamin (Vit. B1)| : 0.30 mg
BP015|Riboflavin (Vit. B2)| : 0.00 mg
BP015|Niasin (Niacin)| : 0.0 mg
BP015|Vitamin C (Vit. C)| : 0 mg
BP016|food_name|Bagea, pili nut, sweet
BP016|food_group|Starchy Roots & Tubers
BP016|food_type|Processed/Products
BP016|base_weight|100 g
BP016|base_weight_edible|Edible weight 100 %
BP016|Air (Water)| : 3.1 g
BP016|Energi (Energy)| : 523 Kal
BP016|Protein (Protein)| : 3.2 g
BP016|Lemak (Fat)| : 28.2 g
BP016|Karbohidrat (CHO)| : 64.2 g
BP016|Abu (ASH)| : 1.3 g
BP016|Kalsium (Ca)| : 38 mg
BP016|Fosfor (P)| : 39 mg
BP016|Besi (Fe)| : 0.3 mg
BP016|Natrium (Na)| : 74 mg
BP016|Kalium (K)| : 0.0 mg
BP016|Tembaga (Cu)| : 0.20 mg
BP016|Seng (Zn)| : 0.2 mg
BP016|Retinol (Vit. A)| : 0 mcg
BP016|Beta-Karoten (Carotenes)| : 0 mcg
BP016|Karoten Total (Re)| : 0 mcg
BP016|Thiamin (Vit. B1)| : 0.30 mg
BP016|Riboflavin (Vit. B2)| : 0.00 mg
BP016|Niasin (Niacin)| : 0.0 mg
BP016|Vitamin C (Vit. C)| : 0 mg
BP017|food_name|Bagea, quality 1
BP017|food_group|Starchy Roots & Tubers
BP017|food_type|Processed/Products
BP017|base_weight|100 g
BP017|base_weight_edible|Edible weight 100 %
BP017|Air (Water)| : 7.2 g
BP017|Energi (Energy)| : 416 Kal
BP017|Protein (Protein)| : 6.5 g
BP017|Lemak (Fat)| : 9.4 g
BP017|Karbohidrat (CHO)| : 76.3 g
BP017|Serat (Fibre)| : 0.4 g
BP017|Abu (ASH)| : 0.6 g
BP017|Kalsium (Ca)| : 49 mg
BP017|Fosfor (P)| : 77 mg
BP017|Besi (Fe)| : 4.9 mg
BP017|Retinol (Vit. A)| : 13 mcg
BP017|Karoten Total (Re)| : 312 mcg
BP017|Thiamin (Vit. B1)| : 0.08 mg
BP017|Niasin (Niacin)| : 2.6 mg
BP017|Vitamin C (Vit. C)| : 0 mg
BP018|food_name|Bagea, quality 2
BP018|food_group|Starchy Roots & Tubers
BP018|food_type|Processed/Products
BP018|base_weight|100 g
BP018|base_weight_edible|Edible weight 100 %
BP018|Air (Water)| : 7.9 g
BP018|Energi (Energy)| : 382 Kal
BP018|Protein (Protein)| : 0.3 g
BP018|Lemak (Fat)| : 3.5 g
BP018|Karbohidrat (CHO)| : 87.2 g
BP018|Serat (Fibre)| : 0.9 g
BP018|Abu (ASH)| : 1.1 g
BP018|Kalsium (Ca)| : 172 mg
BP018|Fosfor (P)| : 120 mg
BP018|Besi (Fe)| : 7.6 mg
BP018|Retinol (Vit. A)| : 0 mcg
BP018|Beta-Karoten (Carotenes)| : 0 mcg
BP018|Karoten Total (Re)| : 0 mcg
BP018|Thiamin (Vit. B1)| : 0.02 mg
BP018|Vitamin C (Vit. C)| : 0 mg
DR055|food_name|Bago leaves, fresh
DR055|food_group|Vegetables
DR055|food_type|Raw
DR055|base_weight|100 g
DR055|base_weight_edible|Edible weight 88 %
DR055|Air (Water)| : 70.8 g
DR055|Energi (Energy)| : 104 Kal
DR055|Protein (Protein)| : 5.0 g
DR055|Lemak (Fat)| : 1.3 g
DR055|Karbohidrat (CHO)| : 21.3 g
DR055|Serat (Fibre)| : 10.3 g
DR055|Abu (ASH)| : 1.6 g
DR055|Kalsium (Ca)| : 219 mg
DR055|Fosfor (P)| : 82 mg
DR055|Besi (Fe)| : 4.2 mg
DR055|Natrium (Na)| : 12 mg
DR055|Kalium (K)| : 604.8 mg
DR055|Tembaga (Cu)| : 0.40 mg
DR055|Seng (Zn)| : 0.6 mg
DR055|Beta-Karoten (Carotenes)| : 823 mcg
DR055|Karoten Total (Re)| : 10,000 mcg
DR055|Thiamin (Vit. B1)| : 0.09 mg
DR055|Vitamin C (Vit. C)| : 182 mg
DR119|food_name|Bago rind, fresh
DR119|food_group|Vegetables
DR119|food_type|Raw
DR119|base_weight|100 g
DR119|base_weight_edible|Edible weight 100 %
DR119|Air (Water)| : 71.9 g
DR119|Energi (Energy)| : 111 Kal
DR119|Protein (Protein)| : 4.5 g
DR119|Lemak (Fat)| : 1.1 g
DR119|Karbohidrat (CHO)| : 20.7 g
DR119|Serat (Fibre)| : 5.0 g
DR119|Abu (ASH)| : 1.8 g
DR119|Kalsium (Ca)| : 117 mg
DR119|Fosfor (P)| : 179 mg
DR119|Besi (Fe)| : 2.6 mg
DR119|Retinol (Vit. A)| : 0 mcg
DR119|Karoten Total (Re)| : 1,267 mcg
DR119|Thiamin (Vit. B1)| : 0.07 mg
DR119|Vitamin C (Vit. C)| : 7 mg
DR128|food_name|Bago, fresh
DR128|food_group|Vegetables
DR128|food_type|Raw
DR128|base_weight|100 g
DR128|base_weight_edible|Edible weight 60 %
DR128|Air (Water)| : 80.0 g
DR128|Energi (Energy)| : 66 Kal
DR128|Protein (Protein)| : 5.0 g
DR128|Lemak (Fat)| : 0.7 g
DR128|Karbohidrat (CHO)| : 13.3 g
DR128|Abu (ASH)| : 1.0 g
DR128|Kalsium (Ca)| : 163 mg
DR128|Fosfor (P)| : 75 mg
DR128|Besi (Fe)| : 2.8 mg
DR128|Karoten Total (Re)| : 1,000 mcg
DR128|Thiamin (Vit. B1)| : 0.10 mg
DR128|Vitamin C (Vit. C)| : 100 mg
GR062|food_name|Bagrid catfish, fresh
GR062|food_group|Fish and Other Seafood
GR062|food_type|Raw
GR062|base_weight|100 g
GR062|base_weight_edible|Edible weight -
GR062|Air (Water)| : 77.4 g
GR062|Energi (Energy)| : 88 Kal
GR062|Protein (Protein)| : 15.9 g
GR062|Lemak (Fat)| : 0.9 g
GR062|Karbohidrat (CHO)| : 4.1 g
GR062|Serat (Fibre)| : 0.0 g
GR062|Abu (ASH)| : 1.8 g
GR062|Kalsium (Ca)| : 221 mg
GR062|Fosfor (P)| : 223 mg
GR062|Besi (Fe)| : 0.0 mg
GR062|Natrium (Na)| : 24 mg
GR062|Kalium (K)| : 364.0 mg
GR062|Tembaga (Cu)| : 0.40 mg
GR062|Seng (Zn)| : 0.7 mg
GR062|Thiamin (Vit. B1)| : 0.20 mg
GR062|Riboflavin (Vit. B2)| : 0.25 mg
GR062|Niasin (Niacin)| : 1.6 mg
AP030|food_name|Bakpia, kue
AP030|food_group|Cereals
AP030|food_type|Processed/Products
AP030|base_weight|100 g
AP030|base_weight_edible|Edible weight 100 %
AP030|Air (Water)| : 38.9 g
AP030|Energi (Energy)| : 272 Kal
AP030|Protein (Protein)| : 8.7 g
AP030|Lemak (Fat)| : 6.7 g
AP030|Karbohidrat (CHO)| : 44.1 g
AP030|Serat (Fibre)| : 0.9 g
AP030|Abu (ASH)| : 1.6 g
AP030|Kalsium (Ca)| : 194 mg
AP030|Fosfor (P)| : 117 mg
AP030|Besi (Fe)| : 4.5 mg
AP030|Karoten Total (Re)| : 1,392 mcg
AP030|Thiamin (Vit. B1)| : 0.31 mg
AP030|Riboflavin (Vit. B2)| : 1.00 mg
AP030|Niasin (Niacin)| : 2.9 mg
AP030|Vitamin C (Vit. C)| : 0 mg
AP031|food_name|Bakwan
AP031|food_group|Cereals
AP031|food_type|Processed/Products
AP031|base_weight|100 g
AP031|base_weight_edible|Edible weight 100 %
AP031|Air (Water)| : 40.5 g
AP031|Energi (Energy)| : 280 Kal
AP031|Protein (Protein)| : 8.2 g
AP031|Lemak (Fat)| : 10.2 g
AP031|Karbohidrat (CHO)| : 39.0 g
AP031|Serat (Fibre)| : 3.4 g
AP031|Abu (ASH)| : 2.1 g
AP031|Kalsium (Ca)| : 204 mg
AP031|Fosfor (P)| : 79 mg
AP031|Besi (Fe)| : 7.0 mg
AP031|Retinol (Vit. A)| : 0 mcg
AP031|Karoten Total (Re)| : 0 mcg
AP031|Thiamin (Vit. B1)| : 0.08 mg
AP031|Vitamin C (Vit. C)| : 0 mg
GP093|food_name|Balado anchovy, dish
GP093|food_group|Fish and Other Seafood
GP093|food_type|Processed/Products
GP093|base_weight|100 g
GP093|base_weight_edible|Edible weight -
GP093|Air (Water)| : 25.8 g
GP093|Energi (Energy)| : 365 Kal
GP093|Protein (Protein)| : 23.7 g
GP093|Lemak (Fat)| : 22.3 g
GP093|Karbohidrat (CHO)| : 17.5 g
GP093|Serat (Fibre)| : 0.0 g
GP093|Abu (ASH)| : 10.9 g
GP093|Kalsium (Ca)| : 869 mg
GP093|Fosfor (P)| : 348 mg
GP093|Besi (Fe)| : 4.0 mg
GP093|Retinol (Vit. A)| : 27 mcg
GP093|Karoten Total (Re)| : 1,567 mcg
GP093|Thiamin (Vit. B1)| : 0.13 mg
GP093|Vitamin C (Vit. C)| : 0 mg
DP060|food_name|Balamak pumpkin
DP060|food_group|Vegetables
DP060|food_type|Processed/Products
DP060|base_weight|100 g
DP060|base_weight_edible|Edible weight 100 %
DP060|Air (Water)| : 89.4 g
DP060|Energi (Energy)| : 45 Kal
DP060|Protein (Protein)| : 0.8 g
DP060|Lemak (Fat)| : 0.9 g
DP060|Karbohidrat (CHO)| : 8.1 g
DP060|Serat (Fibre)| : 7.9 g
DP060|Abu (ASH)| : 1.0 g
DP060|Kalsium (Ca)| : 25 mg
DP060|Fosfor (P)| : 25 mg
DP060|Besi (Fe)| : 0.5 mg
DP060|Natrium (Na)| : 61 mg
DP060|Kalium (K)| : 15.0 mg
DP060|Seng (Zn)| : 0.2 mg
DP060|Beta-Karoten (Carotenes)| : 1,241 mcg
DP060|Karoten Total (Re)| : 0 mcg
DP060|Thiamin (Vit. B1)| : 0.20 mg
DP060|Riboflavin (Vit. B2)| : 0.00 mg
DP060|Niasin (Niacin)| : 0.1 mg
DP060|Vitamin C (Vit. C)| : 2 mg
DR026|food_name|Bali goseweed leaves, fresh
DR026|food_group|Vegetables
DR026|food_type|Raw
DR026|base_weight|100 g
DR026|base_weight_edible|Edible weight 49 %
DR026|Air (Water)| : 86.4 g
DR026|Energi (Energy)| : 50 Kal
DR026|Protein (Protein)| : 4.6 g
DR026|Lemak (Fat)| : 0.9 g
DR026|Karbohidrat (CHO)| : 7.0 g
DR026|Serat (Fibre)| : 1.4 g
DR026|Abu (ASH)| : 1.1 g
DR026|Kalsium (Ca)| : 167 mg
DR026|Fosfor (P)| : 62 mg
DR026|Besi (Fe)| : 0.5 mg
DR026|Retinol (Vit. A)| : 0 mcg
DR026|Karoten Total (Re)| : 6,571 mcg
DR026|Thiamin (Vit. B1)| : 0.05 mg
DR026|Vitamin C (Vit. C)| : 20 mg
GR049|food_name|Bali sardinella, fresh
GR049|food_group|Fish and Other Seafood
GR049|food_type|Raw
GR049|base_weight|100 g
GR049|base_weight_edible|Edible weight -
GR049|Air (Water)| : 65.3 g
GR049|Energi (Energy)| : 154 Kal
GR049|Protein (Protein)| : 16.8 g
GR049|Lemak (Fat)| : 5.0 g
GR049|Karbohidrat (CHO)| : 10.5 g
GR049|Abu (ASH)| : 2.4 g
GR049|Kalsium (Ca)| : 80 mg
GR049|Fosfor (P)| : 244 mg
GR049|Besi (Fe)| : 1.6 mg
GR049|Natrium (Na)| : 421 mg
GR049|Kalium (K)| : 488.0 mg
GR049|Tembaga (Cu)| : 0.20 mg
GR049|Seng (Zn)| : 1.2 mg
GR049|Thiamin (Vit. B1)| : 0.47 mg
GR049|Riboflavin (Vit. B2)| : 0.15 mg
GR049|Niasin (Niacin)| : 9.6 mg
CP003|food_name|Bambara groundnut, boiled
CP003|food_group|Grains and Legumes
CP003|food_type|Processed/Products
CP003|base_weight|100 g
CP003|base_weight_edible|Edible weight 35 %
CP003|Air (Water)| : 61.2 g
CP003|Energi (Energy)| : 161 Kal
CP003|Protein (Protein)| : 7.7 g
CP003|Lemak (Fat)| : 2.8 g
CP003|Karbohidrat (CHO)| : 27.1 g
CP003|Serat (Fibre)| : 2.0 g
CP003|Abu (ASH)| : 1.2 g
CP003|Kalsium (Ca)| : 56 mg
CP003|Fosfor (P)| : 134 mg
CP003|Besi (Fe)| : 1.4 mg
CP003|Thiamin (Vit. B1)| : 0.10 mg
CR005|food_name|Bambara groundnut, dried
CR005|food_group|Grains and Legumes
CR005|food_type|Raw
CR005|base_weight|100 g
CR005|base_weight_edible|Edible weight 100 %
CR005|Air (Water)| : 10.0 g
CR005|Energi (Energy)| : 370 Kal
CR005|Protein (Protein)| : 16.0 g
CR005|Lemak (Fat)| : 6.0 g
CR005|Karbohidrat (CHO)| : 65.0 g
CR005|Serat (Fibre)| : 26.3 g
CR005|Abu (ASH)| : 3.0 g
CR005|Kalsium (Ca)| : 85 mg
CR005|Fosfor (P)| : 264 mg
CR005|Besi (Fe)| : 4.2 mg
CR005|Natrium (Na)| : 44 mg
CR005|Kalium (K)| : 868.8 mg
CR005|Tembaga (Cu)| : 1.48 mg
CR005|Seng (Zn)| : 2.7 mg
CR005|Retinol (Vit. A)| : 0 mcg
CR005|Thiamin (Vit. B1)| : 0.18 mg
CR005|Riboflavin (Vit. B2)| : 0.26 mg
CR005|Niasin (Niacin)| : 6.2 mg
CR005|Vitamin C (Vit. C)| : 0 mg
CR006|food_name|Bambara groundnut, fresh
CR006|food_group|Grains and Legumes
CR006|food_type|Raw
CR006|base_weight|100 g
CR006|base_weight_edible|Edible weight 100 %
CR006|Air (Water)| : 60.8 g
CR006|Energi (Energy)| : 165 Kal
CR006|Protein (Protein)| : 7.7 g
CR006|Lemak (Fat)| : 3.1 g
CR006|Karbohidrat (CHO)| : 27.4 g
CR006|Serat (Fibre)| : 2.5 g
CR006|Abu (ASH)| : 1.0 g
CR006|Kalsium (Ca)| : 96 mg
CR006|Fosfor (P)| : 126 mg
CR006|Besi (Fe)| : 5.3 mg
CR006|Natrium (Na)| : 6 mg
CR006|Kalium (K)| : 537.0 mg
CR006|Tembaga (Cu)| : 0.41 mg
CR006|Seng (Zn)| : 1.2 mg
CR006|Beta-Karoten (Carotenes)| : 29 mcg
CR006|Thiamin (Vit. B1)| : 0.32 mg
CR006|Riboflavin (Vit. B2)| : 0.35 mg
CR006|Niasin (Niacin)| : 2.7 mg
CP002|food_name|Bambara groundnut, fried
CP002|food_group|Grains and Legumes
CP002|food_type|Processed/Products
CP002|base_weight|100 g
CP002|base_weight_edible|Edible weight 35 %
CP002|Air (Water)| : 3.0 g
CP002|Energi (Energy)| : 479 Kal
CP002|Protein (Protein)| : 12.7 g
CP002|Lemak (Fat)| : 23.2 g
CP002|Karbohidrat (CHO)| : 58.9 g
CP002|Serat (Fibre)| : 1.2 g
CP002|Abu (ASH)| : 2.2 g
CP002|Kalsium (Ca)| : 135 mg
CP002|Fosfor (P)| : 184 mg
CP002|Besi (Fe)| : 2.9 mg
CP002|Thiamin (Vit. B1)| : 0.25 mg
CP002|Riboflavin (Vit. B2)| : 0.45 mg
CP002|Niasin (Niacin)| : 4.1 mg
DR138|food_name|Bamboo shoot, fresh
DR138|food_group|Vegetables
DR138|food_type|Raw
DR138|base_weight|100 g
DR138|base_weight_edible|Edible weight 28 %
DR138|Air (Water)| : 93.3 g
DR138|Energi (Energy)| : 25 Kal
DR138|Protein (Protein)| : 0.8 g
DR138|Lemak (Fat)| : 0.1 g
DR138|Karbohidrat (CHO)| : 5.3 g
DR138|Serat (Fibre)| : 9.7 g
DR138|Abu (ASH)| : 0.5 g
DR138|Kalsium (Ca)| : 3 mg
DR138|Fosfor (P)| : 5 mg
DR138|Besi (Fe)| : 0.5 mg
DR138|Natrium (Na)| : 3 mg
DR138|Kalium (K)| : 206.0 mg
DR138|Tembaga (Cu)| : 0.10 mg
DR138|Seng (Zn)| : 0.4 mg
DR138|Beta-Karoten (Carotenes)| : 10 mcg
DR138|Thiamin (Vit. B1)| : 0.20 mg
DR138|Riboflavin (Vit. B2)| : 0.07 mg
DR138|Niasin (Niacin)| : 0.5 mg
DR138|Vitamin C (Vit. C)| : 0 mg
EP014|food_name|Banana flour
EP014|food_group|Fruits
EP014|food_type|Processed/Products
EP014|base_weight|100 g
EP014|base_weight_edible|Edible weight 100 %
EP014|Air (Water)| : 13.8 g
EP014|Energi (Energy)| : 338 Kal
EP014|Protein (Protein)| : 2.9 g
EP014|Lemak (Fat)| : 0.4 g
EP014|Karbohidrat (CHO)| : 80.6 g
EP014|Serat (Fibre)| : 5.3 g
EP014|Abu (ASH)| : 2.1 g
EP014|Kalsium (Ca)| : 23 mg
EP014|Fosfor (P)| : 62 mg
EP014|Besi (Fe)| : 4.0 mg
EP014|Natrium (Na)| : 18 mg
EP014|Kalium (K)| : 734.0 mg
EP014|Tembaga (Cu)| : 0.10 mg
EP014|Seng (Zn)| : 0.5 mg
EP014|Beta-Karoten (Carotenes)| : 13 mcg
EP014|Karoten Total (Re)| : 1 mcg
EP014|Thiamin (Vit. B1)| : 0.02 mg
EP014|Riboflavin (Vit. B2)| : 0.02 mg
EP014|Niasin (Niacin)| : 1.0 mg
EP014|Vitamin C (Vit. C)| : 2 mg
DR092|food_name|Banana, flower, fresh
DR092|food_group|Vegetables
DR092|food_type|Raw
DR092|base_weight|100 g
DR092|base_weight_edible|Edible weight 25 %
DR092|Air (Water)| : 90.2 g
DR092|Energi (Energy)| : 32 Kal
DR092|Protein (Protein)| : 1.2 g
DR092|Lemak (Fat)| : 0.3 g
DR092|Karbohidrat (CHO)| : 7.1 g
DR092|Serat (Fibre)| : 3.2 g
DR092|Abu (ASH)| : 1.2 g
DR092|Kalsium (Ca)| : 30 mg
DR092|Fosfor (P)| : 50 mg
DR092|Besi (Fe)| : 0.1 mg
DR092|Natrium (Na)| : 3 mg
DR092|Kalium (K)| : 524.0 mg
DR092|Tembaga (Cu)| : 0.09 mg
DR092|Seng (Zn)| : 0.3 mg
DR092|Retinol (Vit. A)| : 0 mcg
